contrast,point,bootstrap_mean,ci_low,ci_high,fraction_above_zero,aggregate_budget_ratio_join_over_meet,mean_posterior_l1_join_vs_meet,max_posterior_l1_join_vs_meet,prediction_flip_rate_join_vs_meet,mean_absolute_score_shift_join_vs_meet
pact_join_minus_pact_meet,0.16231640262909508,0.1626085414509519,0.1535016355202933,0.1709257453558878,1.0,1.3539437799766696,0.12274773031379173,0.9034514399333962,0.16230769230769232,0.06296734871139105
