outer_fold,training_rows,positive_fraction,observed_count_mean,observed_count_scale,observed_count_standardized_coefficient,observed_count_raw_logit_coefficient
0,98800,0.31355263157894736,2.4615384615384617,0.8426500884688283,0.5860387336980631,0.6954710403732927
1,98800,0.3119534412955466,2.4615384615384617,0.8426500884688283,0.5383791787962027,0.6389119115557046
2,98800,0.31247975708502024,2.4615384615384617,0.8426500884688283,0.5804427344823136,0.6888300878684186
3,101400,0.3130769230769231,2.4615384615384617,0.8426500884688071,0.5443203205772564,0.6459624558591688
4,101400,0.3124457593688363,2.4615384615384617,0.8426500884688071,0.5402295843149951,0.641107847382601
