setting_id,language_pmax,dirichlet_kappa,quality_multiplier,conflict_multiplier,occlusion_strength,pair_id,records,dirichlet_projection_fallbacks,nested_naurc,registered_naurc,naurc_gain,ranking_preserved,nested_coverage,nested_wrong_all,nested_wrong_admitted,nested_correct_all,nested_clean_coverage,registered_coverage,registered_wrong_all,registered_wrong_admitted,registered_correct_all,registered_clean_coverage,copy_mass_max_abs_drift,unoccluded_clean_runtime_sha256,nested_clean_none_coverage,nested_clean_none_correct_all,nested_clean_none_wrong_all,nested_clean_partial_coverage,nested_clean_partial_correct_all,nested_clean_partial_wrong_all
10027,0.75,50.0,0.83045297190547,0.8868319172412158,1.0,27,31200,0,0.1380427148384493,0.2234377647484905,0.08539504991004121,True,0.13112179487179487,0.004391025641025641,0.03348814470789538,0.12673076923076923,0.8679166666666667,0.13131410256410256,0.013365384615384616,0.10178179155479619,0.11794871794871795,0.7425,1.4210854715202004e-14,cd424e779a657a80a739c2c661c005ad37cfff31062966929cb40ca7d91e5e9e,0.9583333333333334,0.9341666666666667,0.024166666666666666,0.7775,0.7566666666666667,0.020833333333333332
10027,0.75,50.0,0.83045297190547,0.8868319172412158,1.5,27,31200,0,0.1305122224800447,0.23686821677322606,0.10635599429318135,True,0.13121794871794873,0.0033974358974358976,0.025891548607718612,0.12782051282051282,0.8245833333333333,0.13112179487179487,0.01483974358974359,0.1131752627719384,0.11628205128205128,0.7208333333333333,1.4210854715202004e-14,cd424e779a657a80a739c2c661c005ad37cfff31062966929cb40ca7d91e5e9e,0.9758333333333333,0.9491666666666667,0.02666666666666667,0.6733333333333333,0.6708333333333333,0.0025
10028,0.65,100.0,0.9607965137809515,0.8328837998211385,0.5,28,31200,0,0.15665966865113218,0.25612052643336297,0.0994608577822308,True,0.1310897435897436,0.006217948717948718,0.04743276283618582,0.12487179487179487,0.9091666666666667,0.13128205128205128,0.0208974358974359,0.1591796875,0.11038461538461539,0.635,1.4210854715202004e-14,670c59b8b8eb1fe8fda553cc4f15a65118b8f77681c59429e655a82748b2787b,0.9441666666666667,0.9041666666666667,0.04,0.8741666666666666,0.8133333333333334,0.060833333333333336
10028,0.65,100.0,0.9607965137809515,0.8328837998211385,1.0,28,31200,0,0.16966810790728806,0.2389371070798722,0.06926899917258414,True,0.1307051282051282,0.008237179487179487,0.06302108876900442,0.12246794871794872,0.8645833333333334,0.13102564102564102,0.015224358974358974,0.11619373776908024,0.11580128205128205,0.7083333333333334,1.4210854715202004e-14,670c59b8b8eb1fe8fda553cc4f15a65118b8f77681c59429e655a82748b2787b,0.9716666666666667,0.9266666666666666,0.045,0.7575,0.6891666666666667,0.06833333333333333
10028,0.65,100.0,0.9607965137809515,0.8328837998211385,1.5,28,31200,0,0.16361505410535004,0.254266925977054,0.09065187187170398,True,0.13064102564102564,0.007916666666666667,0.06059862610402355,0.12272435897435897,0.8220833333333334,0.13099358974358974,0.01673076923076923,0.12772204551015415,0.11426282051282051,0.6958333333333333,1.4210854715202004e-14,670c59b8b8eb1fe8fda553cc4f15a65118b8f77681c59429e655a82748b2787b,0.9891666666666666,0.9366666666666666,0.0525,0.655,0.6258333333333334,0.029166666666666667
10029,0.85,50.0,1.075373450294137,1.0111170366406441,0.5,29,31200,0,0.12091197701162952,0.2194902961371838,0.09857831912555427,True,0.13105769230769232,0.0004166666666666667,0.0031792614331132307,0.13064102564102564,0.89875,0.13115384615384615,0.011891025641025642,0.09066471163245357,0.11926282051282051,0.7333333333333333,1.4210854715202004e-14,c2c980b979d7cbf8d68ab3b913bbff7a3d13599772dc697b8b62d2a169ab3722,0.9341666666666667,0.9333333333333333,0.0008333333333333334,0.8633333333333333,0.855,0.008333333333333333
10029,0.85,50.0,1.075373450294137,1.0111170366406441,1.0,29,31200,0,0.11973878125497414,0.21933454075339323,0.09959575949841909,True,0.13121794871794873,0.0001923076923076923,0.0014655593551538837,0.13102564102564102,0.8516666666666667,0.13118589743589743,0.010993589743589743,0.08380161250916199,0.1201923076923077,0.755,1.4210854715202004e-14,c2c980b979d7cbf8d68ab3b913bbff7a3d13599772dc697b8b62d2a169ab3722,0.9625,0.9608333333333333,0.0016666666666666668,0.7408333333333333,0.7391666666666666,0.0016666666666666668
10029,0.85,50.0,1.075373450294137,1.0111170366406441,1.5,29,31200,0,0.1180548406123066,0.2243440814089114,0.1062892407966048,True,0.13128205128205128,0.0001923076923076923,0.00146484375,0.1310897435897436,0.80375,0.13115384615384615,0.011185897435897436,0.08528836754643206,0.11996794871794872,0.76625,1.4210854715202004e-14,c2c980b979d7cbf8d68ab3b913bbff7a3d13599772dc697b8b62d2a169ab3722,0.98,0.9783333333333334,0.0016666666666666668,0.6275,0.6275,0.0
10030,0.95,200.0,0.8767033252865076,0.9618135739117861,0.5,30,31200,0,0.11103930476944227,0.18831082297765692,0.07727151820821465,True,0.13134615384615383,3.205128205128205e-05,0.0002440214738897023,0.13131410256410256,0.8945833333333333,0.13115384615384615,0.010608974358974359,0.08088954056695992,0.12054487179487179,0.7525,1.4210854715202004e-14,61b6944183d309377feb1e3ab1a1712456500222d906f91cb64bc7eff67be891,0.9216666666666666,0.9216666666666666,0.0,0.8675,0.8675,0.0
10030,0.95,200.0,0.8767033252865076,0.9618135739117861,1.0,30,31200,0,0.10801832257258584,0.18276589699104784,0.074747574418462,True,0.13118589743589743,3.205128205128205e-05,0.0002443195699975568,0.13115384615384615,0.8529166666666667,0.13080128205128205,0.010576923076923078,0.08086253369272237,0.12022435897435897,0.7541666666666667,1.4210854715202004e-14,61b6944183d309377feb1e3ab1a1712456500222d906f91cb64bc7eff67be891,0.9583333333333334,0.9583333333333334,0.0,0.7475,0.7475,0.0
10030,0.95,200.0,0.8767033252865076,0.9618135739117861,1.5,30,31200,0,0.10589249935223975,0.17988343541807986,0.0739909360658401,True,0.13105769230769232,0.0001923076923076923,0.001467351430667645,0.1308653846153846,0.8133333333333334,0.13137820512820514,0.010608974358974359,0.08075140278116613,0.12076923076923077,0.7629166666666667,1.4210854715202004e-14,61b6944183d309377feb1e3ab1a1712456500222d906f91cb64bc7eff67be891,0.9808333333333333,0.9808333333333333,0.0,0.6458333333333334,0.6458333333333334,0.0
