setting_id,language_pmax,dirichlet_kappa,quality_multiplier,conflict_multiplier,occlusion_strength,records,dirichlet_projection_fallbacks,nested_naurc,registered_naurc,naurc_gain,ranking_preserved,nested_coverage,nested_wrong_all,nested_wrong_admitted,nested_correct_all,nested_clean_coverage,registered_coverage,registered_wrong_all,registered_wrong_admitted,registered_correct_all,registered_clean_coverage,copy_mass_max_abs_drift,unoccluded_runtime_sha256,nested_clean_none_coverage,nested_clean_none_correct_all,nested_clean_none_wrong_all,nested_clean_partial_coverage,nested_clean_partial_correct_all,nested_clean_partial_wrong_all
13,0.95,100.0,1.0156719360500575,0.9378920335322619,1.0,31200,0,0.11226732982582958,0.19391055309621708,0.08164322327038749,True,0.13134615384615383,0.0,0.0,0.13134615384615383,0.8558333333333333,0.13105769230769232,0.010384615384615384,0.07923697725605282,0.12067307692307692,0.7566666666666667,1.4210854715202004e-14,b984184ce8c138867a80b7b85c84ff4e05bae7166416f90f1c0a8a38d609d00c,0.9566666666666667,0.9566666666666667,0.0,0.755,0.755,0.0
14,0.9,100.0,0.8271757502108813,1.0325337514281274,1.0,31200,0,0.1110609925689523,0.1905322688342498,0.07947127626529751,True,0.13141025641025642,0.00022435897435897436,0.0017073170731707317,0.13118589743589743,0.8491666666666666,0.1308653846153846,0.010608974358974359,0.0810678422728386,0.12025641025641026,0.7554166666666666,1.4210854715202004e-14,fdbc09fda26e0a329358452cdc31e5692a3485baeb0526169d29359cd9bd9948,0.9608333333333333,0.9608333333333333,0.0,0.7375,0.7375,0.0
15,0.75,200.0,1.1562202908098698,0.8595200791954994,1.0,31200,0,0.12667335318061163,0.21856959092658806,0.09189623774597644,True,0.1308974358974359,0.0014423076923076924,0.011018609206660137,0.1294551282051282,0.86125,0.13080128205128205,0.010993589743589743,0.08404802744425385,0.11980769230769231,0.7516666666666667,1.4210854715202004e-14,07feacab6c82ba7848ecaf548ba0aea1d697d799f2318e16799f66ea8f2f909d,0.97,0.9525,0.0175,0.7525,0.7408333333333333,0.011666666666666667
16,0.65,100.0,0.9029996026307345,1.1224213145673276,1.0,31200,0,0.17253494846304512,0.2418799047345164,0.06934495627147128,True,0.13067307692307692,0.009647435897435898,0.07382879568310032,0.12102564102564102,0.8366666666666667,0.13115384615384615,0.01580128205128205,0.12047898338220919,0.1153525641025641,0.72,1.4210854715202004e-14,fcc633e20793b1ace807e4d8bc6cd10c7cf33c5da37587c7c781e7ef56cafa95,0.9775,0.9041666666666667,0.07333333333333333,0.6958333333333333,0.635,0.060833333333333336
17,0.9,200.0,1.0803965575993062,0.9947026126086712,1.0,31200,0,0.11426136852158755,0.1979626638087417,0.08370129528715414,True,0.13121794871794873,0.0,0.0,0.13121794871794873,0.84875,0.13115384615384615,0.010608974358974359,0.08088954056695992,0.12054487179487179,0.76375,1.4210854715202004e-14,f0951474c7edbdb0b7ccda2daef99cde979d1bacc78dbb4dd48c984f4b857cee,0.9608333333333333,0.9608333333333333,0.0,0.7366666666666667,0.7366666666666667,0.0
18,0.95,50.0,0.8626458458602428,1.0750884082168342,1.0,31200,0,0.11684079679003782,0.2058688260236848,0.08902802923364699,True,0.13067307692307692,0.0003525641025641026,0.002698062300711307,0.13032051282051282,0.8358333333333333,0.13125,0.010512820512820513,0.0800976800976801,0.12073717948717949,0.77,1.4210854715202004e-14,c71ef143dabd09df14fc51639abd696f368a66b99161dd2ab4d4a11b3ab7fb9e,0.9533333333333334,0.9533333333333334,0.0,0.7183333333333334,0.7175,0.0008333333333333334
19,0.75,200.0,1.1414595905691387,0.8043696757405997,1.0,31200,0,0.1228652515974362,0.217868846211913,0.09500359461447679,True,0.13121794871794873,0.0011217948717948717,0.008549096238397655,0.13009615384615383,0.86875,0.13115384615384615,0.011185897435897436,0.08528836754643206,0.11996794871794872,0.7508333333333334,1.4210854715202004e-14,7aed2820ad3b50efd59ebba44004e69c8bc1f47a0284e8aae8881b3f1d6610f0,0.9725,0.9658333333333333,0.006666666666666667,0.765,0.7608333333333334,0.004166666666666667
20,0.75,50.0,1.0054813817143442,0.8961962293833494,1.0,31200,0,0.14583891132345883,0.23488462792401327,0.08904571660055444,True,0.1314423076923077,0.00407051282051282,0.030968056571567912,0.12737179487179487,0.8666666666666667,0.13121794871794873,0.01391025641025641,0.10600879335613092,0.11730769230769231,0.7391666666666666,1.4210854715202004e-14,9bda8bd71fad1d6b8471c8c2d927dda8be2db33412ca6406e90baeca0e7eb2c4,0.9633333333333334,0.935,0.028333333333333332,0.77,0.73,0.04
21,0.95,100.0,0.9767412584275008,1.0239584725350142,1.0,31200,0,0.1130941418571569,0.19311996705833867,0.08002582520118177,True,0.13099358974358974,0.0,0.0,0.13099358974358974,0.84625,0.13102564102564102,0.01044871794871795,0.07974559686888454,0.12057692307692308,0.7708333333333334,1.4210854715202004e-14,40705805d2db505dfe42fb1e75156ad34576937268a04b96c1ccac2756891464,0.9633333333333334,0.9633333333333334,0.0,0.7291666666666666,0.7291666666666666,0.0
22,0.9,100.0,1.1663971092551948,0.9059033460915089,1.0,31200,0,0.12061137431828628,0.2070251281634594,0.08641375384517311,True,0.13150641025641024,0.0002564102564102564,0.0019497928345113332,0.13125,0.8529166666666667,0.13125,0.01044871794871795,0.0796092796092796,0.12080128205128206,0.7616666666666667,1.4210854715202004e-14,7cd83ef6d820ef44701349916605a9c7aa945f08be36913356927e3769116580,0.9658333333333333,0.9641666666666666,0.0016666666666666668,0.74,0.7391666666666666,0.0008333333333333334
23,0.65,200.0,0.8388784617185593,1.1765786446630955,1.0,31200,0,0.14369815365734614,0.22127969644245324,0.0775815427851071,True,0.13141025641025642,0.005160256410256411,0.03926829268292683,0.12625,0.8370833333333333,0.1307371794871795,0.011826923076923077,0.09046334886001471,0.1189102564102564,0.74625,1.4210854715202004e-14,929e6b3fd35ebde421324880d55371a36fc09d0cc6300e640de137d9ca373195,0.9758333333333333,0.9341666666666667,0.041666666666666664,0.6983333333333334,0.6791666666666667,0.019166666666666665
24,0.65,50.0,1.1946353681385518,1.0435454774647952,1.0,31200,0,0.2457004670435388,0.2748557326920351,0.029155265648496326,True,0.13153846153846155,0.01955128205128205,0.148635477582846,0.11198717948717948,0.8445833333333334,0.1309294871794872,0.024294871794871796,0.18555691554467565,0.10663461538461538,0.6304166666666666,1.4210854715202004e-14,94174c1e54a620e7d177b0d26dc73d9f18130573603643019ee0d0f35fa92c66,0.9725,0.8275,0.145,0.7166666666666667,0.5925,0.12416666666666666
25,0.85,200.0,0.8219625342637301,0.8642329413443804,1.0,31200,0,0.11000240108099286,0.1902927129963078,0.08029031191531492,True,0.13150641025641024,9.615384615384615e-05,0.00073117231294175,0.13141025641025642,0.865,0.13112179487179487,0.010608974358974359,0.08090931312637496,0.12051282051282051,0.7641666666666667,1.4210854715202004e-14,d8cf4aeca660adc99a9373bf00a664d8ab9497f3fa439c23a7dc4be8d4cd2c26,0.9675,0.9675,0.0,0.7625,0.7625,0.0
26,0.95,100.0,1.0334815565496684,1.1586518213152885,1.0,31200,0,0.11408253147889251,0.2004495352247533,0.0863670037458608,True,0.13076923076923078,3.205128205128205e-05,0.00024509803921568627,0.1307371794871795,0.83625,0.13096153846153846,0.010192307692307691,0.07782672540381791,0.12076923076923077,0.76375,1.4210854715202004e-14,c6d48b9d7ae10a66b307158dfb14c366417ff5f5816801183e70289a39563c2f,0.97,0.97,0.0,0.7025,0.7025,0.0
27,0.75,200.0,0.9624192766845227,0.936401815712452,1.0,31200,0,0.12138248155008681,0.20861716532310523,0.08723468377301842,True,0.1308653846153846,0.0011217948717948717,0.008572128337007103,0.12974358974358974,0.8554166666666667,0.1310897435897436,0.010673076923076922,0.08141809290953546,0.12041666666666667,0.765,1.4210854715202004e-14,9726660a3e2461c7972b6575c891e3167b92dd45f4663bfe5ed5361851ed8f3e,0.9725,0.9583333333333334,0.014166666666666666,0.7383333333333333,0.7358333333333333,0.0025
28,0.85,50.0,0.8983912151306868,0.9626416653394699,1.0,31200,0,0.11887851223294349,0.21459868650301459,0.0957201742700711,True,0.13131410256410256,0.0001923076923076923,0.001464486209421528,0.13112179487179487,0.8575,0.13076923076923078,0.010833333333333334,0.08284313725490196,0.11993589743589744,0.7483333333333333,1.4210854715202004e-14,a473d124860c2590f915fcc3aa9cfa0efd7f64efea9cbf5c126925a88826b83c,0.9725,0.9716666666666667,0.0008333333333333334,0.7425,0.7425,0.0
29,0.95,200.0,1.11937987357378,1.1419106602668763,1.0,31200,0,0.11402895746707728,0.19861361530854044,0.08458465784146316,True,0.13137820512820514,0.0,0.0,0.13137820512820514,0.84125,0.13118589743589743,0.009935897435897435,0.07573906669924262,0.12125,0.7658333333333334,1.4210854715202004e-14,64c02db9a8141b181e5ccd5051035c5c944d422b2fa6b4696e9250b679e2e9db,0.9791666666666666,0.9791666666666666,0.0,0.7033333333333334,0.7033333333333334,0.0
30,0.9,50.0,0.9359679192304612,0.8347704861313106,1.0,31200,0,0.12226187584055438,0.2119226610742674,0.08966078523371303,True,0.1305769230769231,0.0004166666666666667,0.0031909671084928816,0.13016025641025641,0.8645833333333334,0.13096153846153846,0.010608974358974359,0.08100832109642682,0.1203525641025641,0.76125,1.4210854715202004e-14,84a8de85beeaee7b9e8a1da1f1102a466ce5f8216d4765a7273fd3d60b157dc6,0.9633333333333334,0.9616666666666667,0.0016666666666666668,0.7658333333333334,0.7608333333333334,0.005
31,0.65,100.0,1.0587624456733467,1.057063925638795,1.0,31200,0,0.18152062249971224,0.23736976804369542,0.05584914554398318,True,0.13105769230769232,0.01,0.07630227439471754,0.12105769230769231,0.8479166666666667,0.1314423076923077,0.015512820512820514,0.1180199951231407,0.11592948717948717,0.715,1.4210854715202004e-14,c1828611344aad4584e61f4a1b31faf4c2d316f642a2223e271626ea5f5d8d41,0.9783333333333334,0.9075,0.07083333333333333,0.7175,0.6466666666666666,0.07083333333333333
32,0.65,50.0,1.1328145418316127,1.1840053666383028,1.0,31200,0,0.19954261399433015,0.2538089020651432,0.054266288070813073,True,0.13121794871794873,0.013237179487179488,0.10087933561309233,0.11798076923076924,0.8329166666666666,0.13080128205128205,0.01891025641025641,0.1445724087233521,0.11189102564102564,0.6958333333333333,1.4210854715202004e-14,aa7a04bc5a3680865c68318f1de5c7f725c47e955412d189258465a3d6d1e0af,0.98,0.8608333333333333,0.11916666666666667,0.6858333333333333,0.6208333333333333,0.065
33,0.9,200.0,0.8619082890450955,0.910979487374425,1.0,31200,0,0.11081262089133342,0.1876118152355494,0.07679919434421598,True,0.13137820512820514,3.205128205128205e-05,0.00024396194193705782,0.13134615384615383,0.86375,0.13102564102564102,0.010608974358974359,0.08096868884540118,0.12041666666666667,0.7591666666666667,1.4210854715202004e-14,09fa03f5d3e4d2555e440b4e05cf9b7bc6142fea16e3caa4d91b2169ef999ee2,0.965,0.965,0.0,0.7625,0.7625,0.0
34,0.95,50.0,1.0952927805483341,1.0180942162871363,1.0,31200,0,0.11918366799423505,0.20835739835183645,0.0891737303576014,True,0.13105769230769232,0.0,0.0,0.13105769230769232,0.8520833333333333,0.13096153846153846,0.010096153846153847,0.07709251101321586,0.12086538461538461,0.7633333333333333,1.4210854715202004e-14,01dbcadac0f9509de41342c0d4589ba5fd588a494c770346d2c5d989884eb455,0.9466666666666667,0.9466666666666667,0.0,0.7575,0.7575,0.0
35,0.85,100.0,0.9224829811602832,0.8895576253533364,1.0,31200,0,0.11464662995595944,0.19929265845233307,0.08464602849637363,True,0.13125,0.00022435897435897436,0.0017094017094017094,0.13102564102564102,0.8558333333333333,0.13166666666666665,0.010608974358974359,0.0805744888023369,0.12105769230769231,0.7629166666666667,1.4210854715202004e-14,dad7dc3295ed74b168d4343b806d7c747e7be8343d9d15ece7efef3476212a89,0.9625,0.9575,0.005,0.7491666666666666,0.7491666666666666,0.0
36,0.75,50.0,0.8365795135498048,0.8094373732805252,1.0,31200,0,0.13175457667570276,0.2256228244563102,0.09386824778060746,True,0.1309294871794872,0.002692307692307692,0.020563035495716035,0.1282371794871795,0.8679166666666667,0.13112179487179487,0.012756410256410257,0.09728672696162308,0.11836538461538462,0.7379166666666667,1.4210854715202004e-14,643db53a3b91f1c6a01a0193f618bc0ee904dd928bea123ecc4991e13fd845ce,0.9691666666666666,0.955,0.014166666666666666,0.7666666666666667,0.7475,0.019166666666666665
37,0.95,200.0,1.1593164559453726,1.0825174629688263,1.0,31200,0,0.11582518510085428,0.19997658305242538,0.0841513979515711,True,0.13096153846153846,0.0,0.0,0.13096153846153846,0.8416666666666667,0.13099358974358974,0.010032051282051282,0.07658429165647174,0.12096153846153847,0.7654166666666666,1.4210854715202004e-14,b5acbeaac6c53f3ceb1653b404ae3100a82827fe0174a175bca29d6f8f88dabe,0.9733333333333334,0.9733333333333334,0.0,0.71,0.71,0.0
38,0.85,100.0,0.9977882694453002,0.9880723509937526,1.0,31200,0,0.1178318735585719,0.2103891530617361,0.09255727950316421,True,0.13134615384615383,3.205128205128205e-05,0.0002440214738897023,0.13131410256410256,0.8558333333333333,0.13131410256410256,0.010608974358974359,0.08079082255308763,0.1207051282051282,0.7654166666666666,1.4210854715202004e-14,a15a4eec48a29036842716103acd4ca2c150d686ba51ec3bf19ce2d32eaee591,0.9658333333333333,0.9658333333333333,0.0,0.7458333333333333,0.7458333333333333,0.0
39,0.65,200.0,1.018816976249218,1.1165548149496318,1.0,31200,0,0.15441685041739073,0.22661241420706307,0.07219556378967235,True,0.13118589743589743,0.006762820512820513,0.051551429269484486,0.12442307692307693,0.8375,0.13147435897435897,0.013173076923076923,0.10019502681618722,0.11830128205128206,0.7383333333333333,1.4210854715202004e-14,0957491a6d536f5626151c1f948b7f9d98783ebc2799aabc3e7c7388a8ee7987,0.975,0.9091666666666667,0.06583333333333333,0.7,0.6583333333333333,0.041666666666666664
40,0.65,50.0,0.9632457457482815,1.0504184685647489,1.0,31200,0,0.19278902282739555,0.25233712181257284,0.059548098985177295,True,0.13102564102564102,0.012467948717948717,0.09515655577299413,0.11855769230769231,0.8458333333333333,0.1310897435897436,0.01842948717948718,0.14058679706601468,0.11266025641025641,0.6908333333333333,1.4210854715202004e-14,d37cdd7f02ae5f6c54df9542f1cffbb02d45744ce6befce52e3afd5343fba9b0,0.9716666666666667,0.8733333333333333,0.09833333333333333,0.72,0.66,0.06
41,0.9,100.0,1.0420255336910487,0.8289130859076977,1.0,31200,0,0.11648758946794022,0.20023414471243914,0.08374655524449892,True,0.1316025641025641,6.41025641025641e-05,0.0004870920603994155,0.13153846153846155,0.8520833333333333,0.13105769230769232,0.010544871794871794,0.08045977011494253,0.12051282051282051,0.7520833333333333,1.4210854715202004e-14,e077c2101aec01a18add43612a83a8d264280014a170f60abd06a854d04e26ed,0.9541666666666667,0.9533333333333334,0.0008333333333333334,0.75,0.75,0.0
42,0.9,100.0,0.802384938672185,1.1469936814159156,1.0,31200,0,0.11030411596167132,0.19013241194632874,0.07982829598465742,True,0.13112179487179487,0.0003525641025641026,0.002688829137130286,0.13076923076923078,0.8375,0.1308653846153846,0.010608974358974359,0.0810678422728386,0.12025641025641026,0.7583333333333333,1.4210854715202004e-14,aeb8051d22aba0f4386eaf705cc298df4843a7508827782314ed5abf90a3cb71,0.965,0.9641666666666666,0.0008333333333333334,0.71,0.71,0.0
43,0.75,200.0,1.1798456169664862,0.9700615104287863,1.0,31200,0,0.12195558676570746,0.215883273586803,0.09392768682109555,True,0.13099358974358974,0.0010897435897435897,0.008319060435527282,0.12990384615384615,0.8533333333333334,0.13096153846153846,0.011121794871794871,0.08492413117963779,0.11983974358974359,0.7508333333333334,1.4210854715202004e-14,fbb192cf9b408dba9b2bc4dd1ddd287344c680c8450f66dfc0a9031c3b60f611,0.9766666666666667,0.9683333333333334,0.008333333333333333,0.73,0.7225,0.0075
44,0.75,100.0,1.0657427664846182,0.9305528532713652,1.0,31200,0,0.1250395081249965,0.21904690851996955,0.09400740039497305,True,0.1308653846153846,0.0013782051282051281,0.010531471956894441,0.1294871794871795,0.86,0.13115384615384615,0.011506410256410256,0.08773216031280548,0.1196474358974359,0.7591666666666667,1.4210854715202004e-14,b4e40645b4ec134b9fa465d6faeee64dfbe4e82affc0e4438f9414e67ccae1da,0.9741666666666666,0.9558333333333333,0.018333333333333333,0.7458333333333333,0.7425,0.0033333333333333335
45,0.95,200.0,0.9383549451828004,1.1520040255039932,1.0,31200,0,0.11013804310467494,0.1870941428355302,0.07695609973085525,True,0.13131410256410256,3.205128205128205e-05,0.000244081034903588,0.13128205128205128,0.8429166666666666,0.1307051282051282,0.010384615384615384,0.07945071113290829,0.12032051282051281,0.7645833333333333,1.4210854715202004e-14,ebb2449b160256a8a552bd9111d3a2525391f4d8ba887e90c4b6b3690280fd3c,0.9675,0.9675,0.0,0.7183333333333334,0.7183333333333334,0.0
46,0.9,50.0,1.1061514422297478,0.871644438058138,1.0,31200,0,0.12397558714467546,0.21376085260136035,0.08978526545668489,True,0.1307051282051282,0.0003525641025641026,0.002697400686611084,0.1303525641025641,0.8691666666666666,0.1310897435897436,0.010544871794871794,0.080440097799511,0.12054487179487179,0.7520833333333333,1.4210854715202004e-14,a6644a83192396edfe228d71d1975496b93cd6fdc5b62ece7d1a9b710e495275,0.9625,0.9608333333333333,0.0016666666666666668,0.7758333333333334,0.7725,0.0033333333333333335
47,0.75,100.0,0.87724920026958,1.0486307360231877,1.0,31200,0,0.12410310579970295,0.21523368367678633,0.09113057787708338,True,0.13112179487179487,0.0015705128205128205,0.011977511610853092,0.12955128205128205,0.8491666666666666,0.1314423076923077,0.011506410256410256,0.0875396244818337,0.11993589743589744,0.75125,1.4210854715202004e-14,8b2602151c5cd066496fd69eb5478c18de7560362f25724db37fc0f6924221c1,0.9691666666666666,0.9491666666666667,0.02,0.7291666666666666,0.7183333333333334,0.010833333333333334
48,0.75,50.0,1.0302785828709604,0.9864376038312912,1.0,31200,0,0.1469073631430284,0.2331696546739035,0.08626229153087508,True,0.13153846153846155,0.004294871794871795,0.032651072124756333,0.12724358974358974,0.8604166666666667,0.13121794871794873,0.013173076923076923,0.10039081582804103,0.11804487179487179,0.7366666666666667,1.4210854715202004e-14,1071ca053af741868a3af10d360ad0c895ac205d45f3232372cabe4732b33a87,0.9558333333333333,0.9266666666666666,0.029166666666666667,0.765,0.7341666666666666,0.030833333333333334
49,0.9,100.0,0.9531223218888045,1.1087188363075258,1.0,31200,0,0.11298801341938132,0.19698616106611488,0.08399814764673356,True,0.13128205128205128,0.0,0.0,0.13128205128205128,0.8404166666666667,0.13096153846153846,0.010608974358974359,0.08100832109642682,0.1203525641025641,0.75375,1.4210854715202004e-14,55cf3cc3e26822c0fa654f5b9d4d00485da9086a9c8ebe57f6396d063d2c0998,0.97,0.97,0.0,0.7108333333333333,0.7108333333333333,0.0
50,0.95,100.0,1.191578831896186,0.8140995476394892,1.0,31200,0,0.1180712026444897,0.2072981321712513,0.08922692952676159,True,0.13121794871794873,0.0,0.0,0.13121794871794873,0.86,0.13064102564102564,0.009935897435897435,0.0760549558390579,0.1207051282051282,0.75875,1.4210854715202004e-14,669a8a8dfb91b101288d89a735c3a59d9efaff4a4fdeb0f4b49a147cc2658bc4,0.9633333333333334,0.9633333333333334,0.0,0.7566666666666667,0.7566666666666667,0.0
51,0.85,200.0,0.812519046664238,1.0933807495981456,1.0,31200,0,0.10857161470306255,0.18695467404454488,0.07838305934148233,True,0.13099358974358974,0.0002564102564102564,0.0019574259848299485,0.1307371794871795,0.83875,0.13131410256410256,0.010608974358974359,0.08079082255308763,0.1207051282051282,0.7591666666666667,1.4210854715202004e-14,3c1610dd748a95cbe1cea357a602cbd8dde1298ab9e6b0bab98a05721430f52d,0.9691666666666666,0.9691666666666666,0.0,0.7083333333333334,0.7083333333333334,0.0
52,0.75,50.0,0.9266216862946749,1.0071817327290775,1.0,31200,0,0.13528360053260627,0.22652573957589212,0.09124213904328585,True,0.1310897435897436,0.002692307692307692,0.020537897310513448,0.1283974358974359,0.85375,0.13128205128205128,0.012371794871794873,0.09423828125,0.1189102564102564,0.7466666666666667,1.4210854715202004e-14,1638279ddb177d962c8958bf05938e4c307d308e7a647cbb14e52d0b4917c70d,0.97,0.9566666666666667,0.013333333333333334,0.7375,0.725,0.0125
53,0.9,200.0,1.055608607083559,0.8849439341574907,1.0,31200,0,0.11068004470236663,0.19157960172691912,0.0808995570245525,True,0.13121794871794873,0.0,0.0,0.13121794871794873,0.8575,0.1309294871794872,0.010608974358974359,0.0810281517747858,0.12032051282051281,0.7570833333333333,1.4210854715202004e-14,c81876af89e069bf8a881b4503a455038c08418fd3ab4e6498e8f8002886ec93,0.965,0.965,0.0,0.75,0.75,0.0
54,0.85,50.0,0.8889962010085584,1.1918905660510064,1.0,31200,0,0.12063940450159263,0.2137878462889593,0.09314844178736667,True,0.13121794871794873,0.0008012820512820513,0.006106497313141182,0.13041666666666665,0.8354166666666667,0.13121794871794873,0.010737179487179487,0.08182706399609184,0.12048076923076922,0.77875,1.4210854715202004e-14,76f8ac98ca3bfbba1d6dfafd3eae6a44a8307f4492228c716171ff57aabd440f,0.97,0.9658333333333333,0.004166666666666667,0.7008333333333333,0.7,0.0008333333333333334
55,0.65,100.0,1.1162749115377666,0.9125658228993416,1.0,31200,0,0.17220657428379632,0.2438746303865281,0.07166805610273178,True,0.1309294871794872,0.008717948717948718,0.06658506731946144,0.12221153846153845,0.8545833333333334,0.13147435897435897,0.016025641025641024,0.12189176011701609,0.11544871794871794,0.7029166666666666,1.4210854715202004e-14,6a8976c4fdc17c02ad23d82cfa94c4dd9d12266d129fb704ad7160db04cf7964,0.98,0.9183333333333333,0.06166666666666667,0.7291666666666666,0.6675,0.06166666666666667
56,0.65,100.0,0.8720378082245589,0.8544315408915282,1.0,31200,0,0.16285674906559172,0.23187292036766724,0.06901617130207552,True,0.1308974358974359,0.008237179487179487,0.0629285014691479,0.12266025641025641,0.87125,0.13112179487179487,0.01439102564102564,0.10975311659740894,0.11673076923076924,0.7054166666666667,1.4210854715202004e-14,a47e032ecfaa82e350da0603101972b3ff221fc30a8808ea8c555d85aa0d9162,0.9725,0.9083333333333333,0.06416666666666666,0.77,0.7325,0.0375
57,0.85,200.0,1.1445676043629647,1.025119046494365,1.0,31200,0,0.11450343609351832,0.20346921970768572,0.0889657836141674,True,0.13131410256410256,0.0001923076923076923,0.001464486209421528,0.13112179487179487,0.8558333333333333,0.1310897435897436,0.010608974358974359,0.08092909535452322,0.12048076923076922,0.7654166666666666,1.4210854715202004e-14,f7537cf72b49e5de51c38f57c18a77d07bda6b84ceb0ee18b01a77892a2f7efe,0.9783333333333334,0.9783333333333334,0.0,0.7333333333333333,0.7333333333333333,0.0
58,0.95,50.0,0.9123427838087083,0.9445430345833302,1.0,31200,0,0.11677064930996862,0.20423499059820963,0.087464341288241,True,0.13112179487179487,0.00016025641025641026,0.0012221950623319481,0.13096153846153846,0.8566666666666667,0.13112179487179487,0.010416666666666666,0.07944267905157663,0.1207051282051282,0.7666666666666667,1.4210854715202004e-14,0f1783cd72b91fffdcac98c4408318de0a987161f12287bc0b108ae6f01efe1b,0.9666666666666667,0.9666666666666667,0.0,0.7466666666666667,0.7441666666666666,0.0025
59,0.75,200.0,1.0835534479469062,1.1722930707037449,1.0,31200,0,0.12357479243021083,0.2123119153082351,0.08873712287802427,True,0.13131410256410256,0.0016025641025641025,0.0122040517451794,0.12971153846153846,0.8375,0.13134615384615383,0.010737179487179487,0.08174719375305027,0.12060897435897436,0.7620833333333333,1.4210854715202004e-14,e3fd3a778c6d275b8207c29822d2576f528dd0944a1c4bd09000040e814d77cd,0.9783333333333334,0.97,0.008333333333333333,0.6966666666666667,0.6908333333333333,0.005833333333333334
60,0.85,50.0,1.169456697255373,1.1267538093030454,1.0,31200,0,0.1319596403784737,0.22776762466578077,0.09580798428730705,True,0.1310897435897436,0.0015705128205128205,0.011980440097799512,0.12951923076923078,0.8404166666666667,0.1309294871794872,0.010993589743589743,0.08396572827417381,0.11993589743589744,0.7604166666666666,1.4210854715202004e-14,8731faae4ba41b3884c0b40e6636c21c6bec137077e0ae6179c8ed851698bb71,0.9783333333333334,0.9608333333333333,0.0175,0.7025,0.6966666666666667,0.005833333333333334
61,0.95,100.0,0.8483188975602389,0.9560228697955608,1.0,31200,0,0.11223183773871656,0.191462859461726,0.07923102172300944,True,0.13099358974358974,0.00022435897435897436,0.0017127477367262051,0.13076923076923078,0.8520833333333333,0.13121794871794873,0.010608974358974359,0.08085002442598925,0.12060897435897436,0.7566666666666667,1.4210854715202004e-14,fff6312fb5ef17f33486a7ad8bff849e4aa47601f215c614e6080a7e161f5a94,0.9533333333333334,0.9533333333333334,0.0,0.7508333333333334,0.7508333333333334,0.0
62,0.9,50.0,1.0086874071508647,1.0738809134811165,1.0,31200,0,0.11828656441509756,0.21081347115719312,0.09252690674209556,True,0.13105769230769232,6.41025641025641e-05,0.0004891171435558817,0.13099358974358974,0.8408333333333333,0.13128205128205128,0.010576923076923078,0.08056640625,0.1207051282051282,0.7633333333333333,1.4210854715202004e-14,bf95c6bb9549fe2132aed6a3e5c20d4a2e20f0e034e4db5a9eafd445aa287ec0,0.9608333333333333,0.9608333333333333,0.0,0.7208333333333333,0.7208333333333333,0.0
63,0.65,200.0,0.9860351614654065,0.84617441855371,1.0,31200,0,0.15919468802729397,0.2310099999581275,0.07181531193083351,True,0.1308653846153846,0.007083333333333333,0.05412686749938771,0.12378205128205128,0.8641666666666666,0.13131410256410256,0.014166666666666666,0.1078838174273859,0.1171474358974359,0.72625,1.4210854715202004e-14,2d0162df38cbad6cd52a364234cc1a6fc2d20c05a5cd750b9f929b373b5f3ba0,0.9741666666666666,0.9083333333333333,0.06583333333333333,0.7541666666666667,0.7091666666666666,0.045
64,0.65,100.0,1.0155743811279536,1.0311851248145105,1.0,31200,0,0.1717915929292018,0.2384978064296031,0.06670621350040132,True,0.13096153846153846,0.009102564102564102,0.06950562897699461,0.12185897435897436,0.84875,0.13128205128205128,0.014935897435897436,0.11376953125,0.11634615384615385,0.7116666666666667,1.4210854715202004e-14,eba4aa09888235d414ff8848bcf803c916b7834d03967ce36b05273cdda1b407,0.9766666666666667,0.9141666666666667,0.0625,0.7208333333333333,0.6608333333333334,0.06
65,0.9,200.0,0.99282790645957,0.8518604174256326,1.0,31200,0,0.11322933568918221,0.1931432846755776,0.07991394898639538,True,0.13083333333333333,0.0,0.0,0.13083333333333333,0.86,0.13121794871794873,0.010608974358974359,0.08085002442598925,0.12060897435897436,0.755,1.4210854715202004e-14,95ce046f840eed97fd4244be0ea569be74b80bfa10cd9f0f298733b05f4d22a0,0.9575,0.9575,0.0,0.7625,0.7625,0.0
66,0.95,50.0,1.150068036466837,1.1713051069527864,1.0,31200,0,0.12083904891871947,0.20881087744374846,0.087971828525029,True,0.13134615384615383,6.41025641025641e-05,0.0004880429477794046,0.13128205128205128,0.8470833333333333,0.13125,0.00971153846153846,0.073992673992674,0.12153846153846154,0.78,1.4210854715202004e-14,0b835877f604e78d612057dbb7dc69ce4210eacfacd0ce860977af6111f3582a,0.9816666666666667,0.9816666666666667,0.0,0.7125,0.7116666666666667,0.0008333333333333334
67,0.85,200.0,0.8290313202887774,0.9490673441439867,1.0,31200,0,0.10938344769136879,0.1873847582518494,0.0780013105604806,True,0.13121794871794873,0.00022435897435897436,0.001709819247679531,0.13099358974358974,0.8529166666666667,0.13115384615384615,0.010608974358974359,0.08088954056695992,0.12054487179487179,0.7616666666666667,1.4210854715202004e-14,1d97f0f50e5a8e221ab6f6fb4db52140670328d4bbfbd152c59188b819c0d58a,0.9625,0.9625,0.0,0.7433333333333333,0.7433333333333333,0.0
