pair_id,score,edge_id,fine_partition,coarse_partition,fine_components,coarse_components,merged_blocks,mean_budget_delta,ncsAURC_delta,direction
HandWritten-Mfeat__TMC,native_nonvacuity,E515,P148,P015,3,2,0+1,-8.638074359017331,0.0041201251775296556,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E516,P148,P066,3,2,0+2,-9.095045051357022,0.0008520522800158633,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E517,P148,P103,3,2,1+2,-5.235991538396833,-0.000317006222573933,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E518,P149,P016,3,2,0+1,-8.640069714022706,0.17830676293882783,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E519,P149,P065,3,2,0+2,-8.693611410984081,0.13298152540124183,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E520,P149,P103,3,2,1+2,-0.4228100865802542,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E521,P150,P017,4,3,0+1,-8.640069714022708,0.003802128888655152,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E522,P150,P067,4,3,0+2,-9.095045051357022,0.0007604678553115527,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E523,P150,P104,4,3,1+2,-5.2377630209380595,-0.000251555394276174,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E524,P150,P147,4,3,0+3,-9.491518018101576,0.003307130907314545,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E525,P150,P148,4,3,1+3,-1.222754652990261,6.545082829775904e-05,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E526,P150,P149,4,3,2+3,-6.03593610480684,-0.000251555394276174,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E527,P151,P018,3,2,0+1,-0.536355804270912,0.016570475129716364,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E528,P151,P062,3,2,0+2,-0.6098946374654299,0.08076004152606851,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E529,P151,P102,3,2,1+2,-0.6803172748354556,0.15503570995016447,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E530,P152,P018,3,2,0+1,-8.682917415768687,0.0780489052365628,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E531,P152,P063,3,2,0+2,-8.654372429469088,0.058048149991462586,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E532,P152,P103,3,2,1+2,-0.5563440386806899,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E533,P153,P019,3,2,0+1,-8.70199596081007,0.11666499342209032,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E534,P153,P062,3,2,0+2,-8.641037040851499,0.14223847163291495,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E535,P153,P103,3,2,1+2,-0.44092483056898324,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E536,P154,P020,4,3,0+1,-8.70199596081007,0.11023419280240702,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E537,P154,P064,4,3,0+2,-8.654372429469088,0.10273519459474492,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E538,P154,P104,4,3,1+2,-0.6803172748354562,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E539,P154,P151,4,3,0+3,-9.491518018101576,0.061478430106846435,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E540,P154,P152,4,3,1+3,-1.3449564066038011,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E541,P154,P153,4,3,2+3,-1.4603756147155078,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E542,P155,P021,4,3,0+1,-0.5363558042709107,0.0009815075440732452,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E543,P155,P068,4,3,0+2,-5.238029497689346,0.0619461080987599,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E544,P155,P105,4,3,1+2,-5.280751985487557,0.06565008981822792,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E545,P155,P143,4,3,0+3,-0.9198251118821199,0.001609608496059593,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E546,P155,P147,4,3,1+3,-0.9657308038378822,0.0008903358369623448,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E547,P155,P151,4,3,2+3,-5.523176549940486,0.05881007964221806,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E548,P156,P021,4,3,0+1,-8.682917415768687,0.0033401617693136244,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E549,P156,P069,4,3,0+2,-9.095045051357022,0.0008179676008619617,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E550,P156,P106,4,3,1+2,-5.268091652991281,-0.00030969623938799444,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E551,P156,P144,4,3,0+3,-8.960639983072237,0.0029439784314689455,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E552,P156,P148,4,3,1+3,-0.843529050224344,7.309983185938582e-06,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E553,P156,P152,4,3,2+3,-5.523176549940487,-0.00030969623938799444,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E554,P157,P022,4,3,0+1,-8.70199596081007,0.06320849414366136,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E555,P157,P068,4,3,0+2,-8.693611410984083,0.06461445856338828,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E556,P157,P106,4,3,1+2,-0.5771119547882417,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E557,P157,P145,4,3,0+3,-8.960639983072237,0.046690534288188104,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E558,P157,P149,4,3,1+3,-0.965730803837884,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E559,P157,P153,4,3,2+3,-0.947616059849155,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E560,P158,P023,4,3,0+1,-8.70199596081007,0.004335094328901438,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E561,P158,P070,4,3,0+2,-9.095045051357022,0.0018449099571722291,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E562,P158,P107,4,3,1+2,-5.280751985487557,-0.00029516078243897335,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E563,P158,P143,4,3,0+3,-8.873083304456959,0.003982798178248994,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E564,P158,P148,4,3,1+3,-0.6502256313014065,2.1845440134959666e-05,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E565,P158,P153,4,3,2+3,-5.4452923391292565,-0.00029516078243897335,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E566,P159,P024,5,4,0+1,-8.70199596081007,0.002954967871859077,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E567,P159,P071,5,4,0+2,-9.095045051357022,0.0006958650559203166,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E568,P159,P108,5,4,1+2,-5.280751985487557,-0.00018689797565620602,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E569,P159,P146,5,4,0+3,-8.960639983072237,0.0024990987154132355,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E570,P159,P150,5,4,1+3,-0.9657308038378822,6.465741861996796e-05,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E571,P159,P154,5,4,2+3,-5.5231765499404855,-0.00018689797565620602,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E572,P159,P155,5,4,0+4,-9.491518018101576,0.0024814524889721678,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E573,P159,P156,5,4,1+4,-1.3449564066037993,0.00012279826373178841,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E574,P159,P157,5,4,2+4,-6.035936104806838,-0.00018689797565620602,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E575,P159,P158,5,4,3+4,-1.5382598255267368,0.00010826280678276733,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E576,P160,P025,3,2,0+1,-0.8241737453155003,0.007225649251870192,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E577,P160,P052,3,2,0+2,-0.661889382153353,0.12169669746674058,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E578,P160,P099,3,2,1+2,-1.1169829549998032,0.026494226143919553,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E579,P161,P025,3,2,0+1,-0.604662657219895,0.08198070016913445,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E580,P161,P053,3,2,0+2,-0.8745932858521813,0.12568751562168753,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E581,P161,P100,3,2,1+2,-0.779064794100261,0.03832487993947307,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E582,P162,P026,3,2,0+1,-1.043847204218597,0.019072054298932134,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E583,P162,P052,3,2,0+2,-0.5218504590914347,0.13909586194131598,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E584,P162,P100,3,2,1+2,-0.8585369591339479,-0.019031006503215778,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E585,P163,P027,4,3,0+1,-1.0438472042185964,0.08854209680802792,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E586,P163,P054,4,3,0+2,-0.874593285852181,0.23733891230364051,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E587,P163,P101,4,3,1+2,-1.1169829549998027,0.05675660305217731,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E588,P163,P160,4,3,0+3,-1.4507031469114589,0.05364697682023352,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E589,P163,P161,4,3,1+3,-1.6702142350070641,-0.021108074097030728,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E590,P163,P162,4,3,2+3,-1.5907420699733772,0.03624781234565812,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E591,P164,P025,3,2,0+1,-0.38813325660388376,0.04247564068286287,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E592,P164,P055,3,2,0+2,-0.7581664356123186,0.01404227260709083,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E593,P164,P102,3,2,1+2,-0.6838591936944505,0.15319529471368926,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E594,P165,P025,3,2,0+1,-8.646389682684013,0.10579448602618449,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E595,P165,P056,3,2,0+2,-8.678797381801019,0.07097792390376514,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E596,P165,P103,3,2,1+2,-0.6715807721220397,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E597,P166,P026,3,2,0+1,-8.648621586697098,0.10024172659867103,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E598,P166,P055,3,2,0+2,-8.658942383740516,0.07736111795041245,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E599,P166,P103,3,2,1+2,-0.31410029417010854,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E600,P167,P027,4,3,0+1,-8.648621586697097,0.1334639567621087,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E601,P167,P057,4,3,0+2,-8.678797381801019,0.1315920769628868,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E602,P167,P104,4,3,1+2,-0.6838591936944507,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E603,P167,P164,4,3,0+3,-9.491518018101576,0.06331884534332162,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E604,P167,P165,4,3,1+3,-1.2332615920214458,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E605,P167,P166,4,3,2+3,-1.590742069973377,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E606,P168,P028,3,2,0+1,-0.9122195336372607,-0.028737662014900744,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E607,P168,P052,3,2,0+2,-0.37555590532255534,0.08524367055283397,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E608,P168,P102,3,2,1+2,-0.8335662055752693,0.08149227636878997,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E609,P169,P028,3,2,0+1,-8.733523316731771,0.10628420167332017,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E610,P169,P053,3,2,0+2,-8.629074680211499,0.14950130147873758,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E611,P169,P103,3,2,1+2,-0.38433514101723887,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E612,P170,P029,3,2,0+1,-8.806058020523846,0.1269686594305452,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E613,P170,P052,3,2,0+2,-8.627407002790378,0.22026553424105488,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E614,P170,P103,3,2,1+2,-0.8148824553905509,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E615,P171,P030,4,3,0+1,-8.806058020523846,0.2525228165780683,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E616,P171,P054,4,3,0+2,-8.6290746802115,0.2822607722577213,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E617,P171,P104,4,3,1+2,-0.83356620557527,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E618,P171,P168,4,3,0+3,-9.491518018101576,0.13502186368822092,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E619,P171,P169,4,3,1+3,-1.670214235007066,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E620,P171,P170,4,3,2+3,-1.2396669206337538,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E621,P172,P031,4,3,0+1,-0.91221953363726,-0.0160027244466608,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E622,P172,P058,4,3,0+2,-0.7581664356123181,0.054324969952194095,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E623,P172,P105,4,3,1+2,-1.1169829549998025,0.022735546160568103,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E624,P172,P160,4,3,0+3,-0.9198251118821203,0.0529859426520261,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E625,P172,P164,4,3,1+3,-1.3558656005937368,0.01773595122103342,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E626,P172,P168,4,3,2+3,-1.206158588712918,0.08943896956593272,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E627,P173,P031,4,3,0+1,-8.733523316731771,0.029580169675627398,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E628,P173,P059,4,3,0+2,-8.678797381801019,0.027251089860307266,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E629,P173,P106,4,3,1+2,-0.7790647941002611,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E630,P173,P161,4,3,0+3,-8.960639983072237,0.023813785857050053,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E631,P173,P165,4,3,1+3,-0.9189129576081179,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E632,P173,P169,4,3,2+3,-1.2061585887129187,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E633,P174,P032,4,3,0+1,-8.806058020523844,0.0733491694084732,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E634,P174,P058,4,3,0+2,-8.658942383740516,0.0999078640744823,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E635,P174,P106,4,3,1+2,-0.8585369591339482,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E636,P174,P162,4,3,0+3,-8.960639983072237,0.0811696722997389,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E637,P174,P166,4,3,1+3,-1.3558656005937362,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E638,P174,P170,4,3,2+3,-0.8550834393732938,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E639,P175,P033,4,3,0+1,-8.806058020523846,0.06866579866779549,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E640,P175,P060,4,3,0+2,-8.678797381801019,0.08393508302876183,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E641,P175,P107,4,3,1+2,-1.1169829549998038,-7.513171793140287e-05,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E642,P175,P160,4,3,0+3,-8.87308330445696,0.0984937050563829,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E643,P175,P165,4,3,1+3,-1.050867367088447,-7.513171793140287e-05,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E644,P175,P170,4,3,2+3,-0.9075656838199357,-7.513171793140287e-05,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E645,P176,P034,5,4,0+1,-8.806058020523844,0.03675799575887553,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E646,P176,P061,5,4,0+2,-8.678797381801019,0.043373532264497625,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E647,P176,P108,5,4,1+2,-1.116982954999802,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E648,P176,P163,5,4,0+3,-8.960639983072237,0.04492185995408078,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E649,P176,P167,5,4,1+3,-1.3558656005937362,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E650,P176,P171,5,4,2+3,-1.206158588712917,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E651,P176,P172,5,4,0+4,-9.491518018101575,0.0455828941222882,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E652,P176,P173,5,4,1+4,-1.6702142350070641,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E653,P176,P174,5,4,2+4,-1.590742069973377,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E654,P176,P175,5,4,3+4,-1.538259825526735,7.513171793140287e-05,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E655,P177,P035,4,3,0+1,-0.8241737453155,-0.001324813428048366,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E656,P177,P072,4,3,0+2,-5.213246075523795,0.13063757341832904,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E657,P177,P109,4,3,1+2,-5.376841630915202,0.12836305680406124,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E658,P177,P126,4,3,0+3,-1.0196784016867024,-0.0013553131562040587,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E659,P177,P143,4,3,1+3,-1.4038656117271158,-0.0018448906428115749,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E660,P177,P160,4,3,2+3,-5.567634642214871,0.09244598717081476,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E661,P178,P035,4,3,0+1,-0.6046626572198948,0.001042030262636212,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E662,P178,P073,4,3,0+2,-5.216908996337337,0.05343225845296906,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E663,P178,P110,4,3,1+2,-5.317689252605684,0.0551909314808939,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E664,P178,P127,4,3,0+3,-1.2314209131928937,0.000345648254113332,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E665,P178,P144,4,3,1+3,-1.0786077833238519,-0.0005023312419580235,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E666,P178,P161,4,3,2+3,-5.567634642214871,0.02005777994423509,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E667,P179,P036,4,3,0+1,-1.0438472042185964,0.04492179102574937,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E668,P179,P072,4,3,0+2,-0.628013117628416,0.07469232372276818,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E669,P179,P110,4,3,1+2,-0.9519673828059092,-0.003121161905351534,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E670,P179,P128,4,3,0+3,-1.2314209131928946,0.06502802447194966,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E671,P179,P145,4,3,1+3,-1.4038656117271164,-0.015377565010872292,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E672,P179,P162,4,3,2+3,-1.1224406073814095,0.019101573000678503,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E673,P180,P037,4,3,0+1,-1.0438472042185962,-0.0013805003092953847,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E674,P180,P074,4,3,0+2,-5.216908996337337,0.06544534051594766,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E675,P180,P111,4,3,1+2,-5.376841630915202,0.050719976589677265,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E676,P180,P126,4,3,0+3,-0.7476775609801845,-0.0001814328693031629,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E677,P180,P144,4,3,1+3,-1.0261180307129392,-0.0016952946457417057,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E678,P180,P162,4,3,2+3,-5.435672724570271,0.07622070298314025,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E679,P181,P038,5,4,0+1,-1.043847204218598,-0.0020537739794709593,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E680,P181,P075,5,4,0+2,-5.216908996337339,0.058519566429279274,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E681,P181,P112,5,4,1+2,-5.376841630915203,0.045723163025919465,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E682,P181,P129,5,4,0+3,-1.2314209131928964,0.0001517118234368219,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E683,P181,P146,5,4,1+3,-1.4038656117271184,-0.002929729984034739,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E684,P181,P163,5,4,2+3,-5.567634642214872,0.0393061332789766,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E685,P181,P177,5,4,0+4,-1.4507031469114606,0.0005071229283953611,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E686,P181,P178,5,4,1+4,-1.670214235007066,-0.001859720762289217,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E687,P181,P179,5,4,2+4,-6.03593610480684,0.056452372623956214,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E688,P181,P180,5,4,3+4,-1.7227039876179786,-0.0006667573585055347,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E689,P182,P035,4,3,0+1,-0.38813325660388376,0.001972098626857346,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E690,P182,P076,4,3,0+2,-5.238029497689346,0.10070402295608104,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E691,P182,P113,4,3,1+2,-5.246047840917272,0.11534805242665111,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E692,P182,P130,4,3,0+3,-1.1080647890087993,0.0006798877945974422,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E693,P182,P147,4,3,1+3,-1.0137308149712618,0.0007327487529968889,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E694,P182,P164,4,3,2+3,-5.567634642214871,0.06049290779472779,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E695,P183,P035,4,3,0+1,-8.646389682684013,0.004596564564039914,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E696,P183,P077,4,3,0+2,-9.095045051357022,0.0005624482612274847,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E697,P183,P114,4,3,1+2,-5.243928937338081,-0.00020147161141126192,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E698,P183,P131,4,3,0+3,-9.02292419470985,0.004149390330714521,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E699,P183,P148,4,3,1+3,-1.003223875940078,0.0001155346111626711,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E700,P183,P165,4,3,2+3,-5.5676346422148715,-0.00020147161141126192,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E701,P184,P036,4,3,0+1,-8.648621586697097,0.10698989032480977,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E702,P184,P076,4,3,0+2,-8.693611410984083,0.10352996050467486,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E703,P184,P114,4,3,1+2,-0.44125442455268704,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E704,P184,P132,4,3,0+3,-9.022924194709848,0.055254960171825705,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E705,P184,P149,4,3,1+3,-1.0137308149712627,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E706,P184,P166,4,3,2+3,-1.1224406073814084,0.0,tie
HandWritten-Mfeat__TMC,native_nonvacuity,E707,P185,P037,4,3,0+1,-8.648621586697097,0.0032948590934314135,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E708,P185,P078,4,3,0+2,-9.095045051357022,0.0007226591465283754,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E709,P185,P115,4,3,1+2,-5.246047840917273,-0.00027360991387184773,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E710,P185,P130,4,3,0+3,-8.876878819492397,0.0032322154293194243,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E711,P185,P148,4,3,1+3,-0.5137814803435461,4.3396308702085286e-05,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E712,P185,P166,4,3,2+3,-5.435672724570271,-0.00027360991387184773,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E713,P186,P038,5,4,0+1,-8.648621586697097,0.003460205859533533,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E714,P186,P079,5,4,0+2,-9.095045051357022,0.0005306328027083365,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E715,P186,P116,5,4,1+2,-5.246047840917271,-0.00010174683609968861,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E716,P186,P133,5,4,0+3,-9.022924194709848,0.003086770906967914,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E717,P186,P150,5,4,1+3,-1.013730814971261,0.00014980855817648537,coarsening_worsens
HandWritten-Mfeat__TMC,native_nonvacuity,E718,P186,P167,5,4,2+3,-5.56763464221487,-0.00010174683609968861,coarsening_improves
HandWritten-Mfeat__TMC,native_nonvacuity,E719,P186,P182,5,4,0+4,-9.491518018101575,0.0027241907124941414,coarsening_worsens
