pair_id,score,edge_id,fine_partition,coarse_partition,fine_components,coarse_components,merged_blocks,mean_budget_delta,ncsAURC_delta,direction
HandWritten-Mfeat__TMC,posterior_confidence,E596,P165,P103,3,2,1+2,-0.6715807721220397,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E597,P166,P026,3,2,0+1,-8.648621586697098,0.08057167647837932,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E598,P166,P055,3,2,0+2,-8.658942383740516,0.06583620915179784,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E599,P166,P103,3,2,1+2,-0.31410029417010854,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E600,P167,P027,4,3,0+1,-8.648621586697097,0.1034163529174142,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E601,P167,P057,4,3,0+2,-8.678797381801019,0.09339688002710918,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E602,P167,P104,4,3,1+2,-0.6838591936944507,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E603,P167,P164,4,3,0+3,-9.491518018101576,0.05098151909922634,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E604,P167,P165,4,3,1+3,-1.2332615920214458,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E605,P167,P166,4,3,2+3,-1.590742069973377,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E606,P168,P028,3,2,0+1,-0.9122195336372607,-0.006971516494101937,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E607,P168,P052,3,2,0+2,-0.37555590532255534,0.10789802098245635,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E608,P168,P102,3,2,1+2,-0.8335662055752693,0.03961387041088765,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E609,P169,P028,3,2,0+1,-8.733523316731771,0.095456797967129,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E610,P169,P053,3,2,0+2,-8.629074680211499,0.1354798503068634,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E611,P169,P103,3,2,1+2,-0.38433514101723887,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E612,P170,P029,3,2,0+1,-8.806058020523846,0.11644987129112667,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E613,P170,P052,3,2,0+2,-8.627407002790378,0.21032633544368728,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E614,P170,P103,3,2,1+2,-0.8148824553905509,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E615,P171,P030,4,3,0+1,-8.806058020523846,0.19026069283677782,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E616,P171,P054,4,3,0+2,-8.6290746802115,0.23416689847443656,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E617,P171,P104,4,3,1+2,-0.83356620557527,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E618,P171,P168,4,3,0+3,-9.491518018101576,0.10242831446123093,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E619,P171,P169,4,3,1+3,-1.670214235007066,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E620,P171,P170,4,3,2+3,-1.2396669206337538,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E621,P172,P031,4,3,0+1,-0.91221953363726,-0.006198260580061732,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E622,P172,P058,4,3,0+2,-0.7581664356123181,0.04897625341497284,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E623,P172,P105,4,3,1+2,-1.1169829549998025,0.022689871487413527,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E624,P172,P160,4,3,0+3,-0.9198251118821203,0.05240617112415268,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E625,P172,P164,4,3,1+3,-1.3558656005937368,0.025420969113794926,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E626,P172,P168,4,3,2+3,-1.206158588712918,0.07686776447579952,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E627,P173,P031,4,3,0+1,-8.733523316731771,0.01936228940536968,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E628,P173,P059,4,3,0+2,-8.678797381801019,0.01717406202807973,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E629,P173,P106,4,3,1+2,-0.7790647941002611,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E630,P173,P161,4,3,0+3,-8.960639983072237,0.01531518510716682,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E631,P173,P165,4,3,1+3,-0.9189129576081179,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E632,P173,P169,4,3,2+3,-1.2061585887129187,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E633,P174,P032,4,3,0+1,-8.806058020523844,0.05884099941069375,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E634,P174,P058,4,3,0+2,-8.658942383740516,0.07453680340040425,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E635,P174,P106,4,3,1+2,-0.8585369591339482,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E636,P174,P162,4,3,0+3,-8.960639983072237,0.05737625250349341,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E637,P174,P166,4,3,1+3,-1.3558656005937362,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E638,P174,P170,4,3,2+3,-0.8550834393732938,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E639,P175,P033,4,3,0+1,-8.806058020523846,0.0551142184356596,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E640,P175,P060,4,3,0+2,-8.678797381801019,0.06576339009207934,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E641,P175,P107,4,3,1+2,-1.1169829549998038,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E642,P175,P160,4,3,0+3,-8.87308330445696,0.0779667211095841,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E643,P175,P165,4,3,1+3,-1.050867367088447,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E644,P175,P170,4,3,2+3,-0.9075656838199357,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E645,P176,P034,5,4,0+1,-8.806058020523844,0.021227477370243327,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E646,P176,P061,5,4,0+2,-8.678797381801019,0.02474188431370162,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E647,P176,P108,5,4,1+2,-1.116982954999802,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E648,P176,P163,5,4,0+3,-8.960639983072237,0.02952017652010495,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E649,P176,P167,5,4,1+3,-1.3558656005937362,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E650,P176,P171,5,4,2+3,-1.206158588712917,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E651,P176,P172,5,4,0+4,-9.491518018101575,0.025560549985431412,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E652,P176,P173,5,4,1+4,-1.6702142350070641,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E653,P176,P174,5,4,2+4,-1.590742069973377,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E654,P176,P175,5,4,3+4,-1.538259825526735,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E655,P177,P035,4,3,0+1,-0.8241737453155,0.0001986245279735916,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E656,P177,P072,4,3,0+2,-5.213246075523795,0.13603652471575012,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E657,P177,P109,4,3,1+2,-5.376841630915202,0.12431607871685549,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E658,P177,P126,4,3,0+3,-1.0196784016867024,0.0001203235196593033,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E659,P177,P143,4,3,1+3,-1.4038656117271158,0.00020162392199240837,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E660,P177,P160,4,3,2+3,-5.567634642214871,0.07600723322143767,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E661,P178,P035,4,3,0+1,-0.6046626572198948,0.0005827522078326965,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E662,P178,P073,4,3,0+2,-5.216908996337337,0.039038523132661956,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E663,P178,P110,4,3,1+2,-5.317689252605684,0.03773987318845254,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E664,P178,P127,4,3,0+3,-1.2314209131928937,0.00046611788994901796,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E665,P178,P144,4,3,1+3,-1.0786077833238519,0.0002774923593718416,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E666,P178,P161,4,3,2+3,-5.567634642214871,0.013739824898879503,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E667,P179,P036,4,3,0+1,-1.0438472042185964,0.06918314050005889,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E668,P179,P072,4,3,0+2,-0.628013117628416,0.10153139583879199,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E669,P179,P110,4,3,1+2,-0.9519673828059092,0.0028506166316353,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E670,P179,P128,4,3,0+3,-1.2314209131928946,0.06203093289586027,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E671,P179,P145,4,3,1+3,-1.4038656117271164,-0.006380992959094597,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E672,P179,P162,4,3,2+3,-1.1224406073814095,0.020911635738388855,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E673,P180,P037,4,3,0+1,-1.0438472042185962,0.000528529735697738,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E674,P180,P074,4,3,0+2,-5.216908996337337,0.056539300191871714,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E675,P180,P111,4,3,1+2,-5.376841630915202,0.038136145145407134,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E676,P180,P126,4,3,0+3,-0.7476775609801845,0.0004428419656286578,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E677,P180,P144,4,3,1+3,-1.0261180307129392,0.00021588312548209113,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E678,P180,P162,4,3,2+3,-5.435672724570271,0.05573928306131634,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E679,P181,P038,5,4,0+1,-1.043847204218598,0.00047278787929707754,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E680,P181,P075,5,4,0+2,-5.216908996337339,0.045022863362444925,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E681,P181,P112,5,4,1+2,-5.376841630915203,0.034742964420657295,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E682,P181,P129,5,4,0+3,-1.2314209131928964,0.0004152754895171045,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E683,P181,P146,5,4,1+3,-1.4038656117271184,0.00021420737069240028,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E684,P181,P163,5,4,2+3,-5.567634642214872,0.02818025417675953,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E685,P181,P177,5,4,0+4,-1.4507031469114606,0.0006195655448010006,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E686,P181,P178,5,4,1+4,-1.670214235007066,0.00023543786494189568,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E687,P181,P179,5,4,2+4,-6.03593610480684,0.03512469442175913,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E688,P181,P180,5,4,3+4,-1.7227039876179786,0.00029704709883164615,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E689,P182,P035,4,3,0+1,-0.38813325660388376,0.00023201447652750496,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E690,P182,P076,4,3,0+2,-5.238029497689346,0.09971700530112351,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E691,P182,P113,4,3,1+2,-5.246047840917272,0.10620462459797458,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E692,P182,P130,4,3,0+3,-1.1080647890087993,0.00020278603570438036,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E693,P182,P147,4,3,1+3,-1.0137308149712618,0.0001389372701411551,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E694,P182,P164,4,3,2+3,-5.567634642214871,0.04905542115963383,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E695,P183,P035,4,3,0+1,-8.646389682684013,0.001833838710742637,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E696,P183,P077,4,3,0+2,-9.095045051357022,0.0006885353288722687,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E697,P183,P114,4,3,1+2,-5.243928937338081,-0.0003242737053773776,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E698,P183,P131,4,3,0+3,-9.02292419470985,0.0015771380713212897,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E699,P183,P148,4,3,1+3,-1.003223875940078,5.1428393564552594e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E700,P183,P165,4,3,2+3,-5.5676346422148715,-0.0003242737053773776,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E701,P184,P036,4,3,0+1,-8.648621586697097,0.10564775726516344,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E702,P184,P076,4,3,0+2,-8.693611410984083,0.10164310324071602,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E703,P184,P114,4,3,1+2,-0.44125442455268704,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E704,P184,P132,4,3,0+3,-9.022924194709848,0.04487050232432673,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E705,P184,P149,4,3,1+3,-1.0137308149712627,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E706,P184,P166,4,3,2+3,-1.1224406073814084,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E707,P185,P037,4,3,0+1,-8.648621586697097,0.0017897970789328764,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E708,P185,P078,4,3,0+2,-9.095045051357022,0.0007770193527893656,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E709,P185,P115,4,3,1+2,-5.246047840917273,-0.00037570209894193017,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E710,P185,P130,4,3,0+3,-8.876878819492397,0.0017531818763549599,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E711,P185,P148,4,3,1+3,-0.5137814803435461,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E712,P185,P166,4,3,2+3,-5.435672724570271,-0.00037570209894193017,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E713,P186,P038,5,4,0+1,-8.648621586697097,0.001502970982858892,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E714,P186,P079,5,4,0+2,-9.095045051357022,0.0006065163510030682,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E715,P186,P116,5,4,1+2,-5.246047840917271,-0.00030973923978360786,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E716,P186,P133,5,4,0+3,-9.022924194709848,0.0013286409742568838,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E717,P186,P150,5,4,1+3,-1.013730814971261,1.4619966371877055e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E718,P186,P167,5,4,2+3,-5.56763464221487,-0.00030973923978360786,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E719,P186,P182,5,4,0+4,-9.491518018101575,0.0016163586998089018,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E720,P186,P183,5,4,1+4,-1.233261592021444,1.4534465593769722e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E721,P186,P184,5,4,2+4,-6.035936104806838,-0.00030973923978360786,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E722,P186,P185,5,4,3+4,-1.722703987617976,6.596285915832232e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E723,P187,P039,4,3,0+1,-0.9122195336372603,0.002673152450599861,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E724,P187,P072,4,3,0+2,-0.6098946374654299,0.10118528208842809,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E725,P187,P113,4,3,1+2,-1.0787368915705227,0.07131999202209863,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E726,P187,P134,4,3,0+3,-1.1080647890088,0.021268230186645247,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E727,P187,P151,4,3,1+3,-1.4038656117271164,-0.000461877285999647,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E728,P187,P168,4,3,2+3,-1.2506166809873027,0.06561758394576248,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E729,P188,P039,4,3,0+1,-8.733523316731771,0.039483882966068314,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E730,P188,P073,4,3,0+2,-8.654372429469088,0.04061388334094927,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E731,P188,P114,4,3,1+2,-0.6396653450057119,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E732,P188,P135,4,3,0+3,-9.022924194709848,0.013956472517213155,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E733,P188,P152,4,3,1+3,-1.0786077833238519,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E734,P188,P169,4,3,2+3,-1.250616680987303,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E735,P189,P040,4,3,0+1,-8.806058020523844,0.11620421772856285,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E736,P189,P072,4,3,0+2,-8.641037040851499,0.13799601260389655,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E737,P189,P114,4,3,1+2,-0.84950396529727,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E738,P189,P136,4,3,0+3,-9.02292419470985,0.06745385109208998,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E739,P189,P153,4,3,1+3,-1.4038656117271167,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E740,P189,P170,4,3,2+3,-1.029907986905549,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E741,P190,P041,4,3,0+1,-8.806058020523844,0.04356880381844659,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E742,P190,P074,4,3,0+2,-8.654372429469088,0.05817626963404878,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E743,P190,P115,4,3,1+2,-1.0787368915705233,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E744,P190,P134,4,3,0+3,-8.876878819492399,0.0580789607021137,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E745,P190,P152,4,3,1+3,-1.02611803071294,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E746,P190,P170,4,3,2+3,-0.7675796140030791,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E747,P191,P042,5,4,0+1,-8.806058020523846,0.03672727737785758,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E748,P191,P075,5,4,0+2,-8.654372429469088,0.046362785705790346,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E749,P191,P116,5,4,1+2,-1.0787368915705233,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E750,P191,P137,5,4,0+3,-9.022924194709852,0.024905902375655826,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E751,P191,P154,5,4,1+3,-1.4038656117271167,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E752,P191,P171,5,4,2+3,-1.250616680987303,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E753,P191,P187,5,4,0+4,-9.491518018101576,0.03681073051546845,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E754,P191,P188,5,4,1+4,-1.670214235007066,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E755,P191,P189,5,4,2+4,-1.4603756147155078,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E756,P191,P190,5,4,3+4,-1.7227039876179777,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E757,P192,P043,4,3,0+1,-0.91221953363726,0.00024279155497272643,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E758,P192,P080,4,3,0+2,-5.238029497689346,0.08473273275442435,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E759,P192,P117,4,3,1+2,-5.376841630915202,0.069856044179154,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E760,P192,P126,4,3,0+3,-0.48987585959774194,0.00031174329704203763,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E761,P192,P147,4,3,1+3,-0.9199687615939176,0.00029696709896997607,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E762,P192,P168,4,3,2+3,-5.324165576956708,0.10066024635046725,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E763,P193,P043,4,3,0+1,-8.733523316731771,0.0016719229935915469,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E764,P193,P081,4,3,0+2,-9.095045051357022,0.0007237682235128535,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E765,P193,P118,4,3,1+2,-5.317689252605684,-0.0003389366721448681,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E766,P193,P127,4,3,0+3,-8.74243324229405,0.0017025414260914678,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E767,P193,P148,4,3,1+3,-0.4725091795771146,3.6765426797062066e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E768,P193,P169,4,3,2+3,-5.324165576956709,-0.0003389366721448681,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E769,P194,P044,4,3,0+1,-8.806058020523846,0.07180435205662739,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E770,P194,P080,4,3,0+2,-8.693611410984083,0.08650080086518804,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E771,P194,P118,4,3,1+2,-0.9519673828059094,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E772,P194,P128,4,3,0+3,-8.742433242294052,0.09849554966096483,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E773,P194,P149,4,3,1+3,-0.9199687615939194,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E774,P194,P170,4,3,2+3,-0.5278963927836227,0.0,tie
HandWritten-Mfeat__TMC,posterior_confidence,E775,P195,P045,4,3,0+1,-8.806058020523846,0.0018157349933942443,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E776,P195,P082,4,3,0+2,-9.095045051357022,0.0007541744139337074,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E777,P195,P119,4,3,1+2,-5.376841630915202,-0.00029511877339861124,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E778,P195,P126,4,3,0+3,-8.73283904084684,0.001784692634407115,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E779,P195,P148,4,3,1+3,-0.894168577731703,8.058332554331893e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E780,P195,P170,4,3,2+3,-5.315277660737985,-0.00029511877339861124,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E781,P196,P046,5,4,0+1,-8.806058020523846,0.0014835914242295443,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E782,P196,P083,5,4,0+2,-9.095045051357022,0.0006063948214782714,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E783,P196,P120,5,4,1+2,-5.376841630915202,-0.00023710444675000892,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E784,P196,P129,5,4,0+3,-8.742433242294052,0.001518093386112518,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E785,P196,P150,5,4,1+3,-0.9199687615939176,8.725475940547599e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E786,P196,P171,5,4,2+3,-5.324165576956707,-0.00023710444675000892,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E787,P196,P192,5,4,0+4,-9.491518018101576,0.0015309636640136797,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E788,P196,P193,5,4,1+4,-1.6702142350070641,0.00010183222539485919,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E789,P196,P194,5,4,2+4,-6.035936104806838,-0.00023710444675000892,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E790,P196,P195,5,4,3+4,-1.2485548368524757,5.801432664860232e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E791,P197,P047,5,4,0+1,-0.9122195336372609,7.95386759065628e-05,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E792,P197,P084,5,4,0+2,-5.238029497689346,0.03700931227795142,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E793,P197,P121,5,4,1+2,-5.376841630915202,0.028980491185500144,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E794,P197,P138,5,4,0+3,-1.1080647890088002,0.0002129096422781539,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E795,P197,P155,5,4,1+3,-1.4038656117271167,0.00015139430435966465,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E796,P197,P172,5,4,2+3,-5.5676346422148715,0.02418792902179406,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E797,P197,P177,5,4,0+4,-0.9198251118821208,0.0005868669245090723,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E798,P197,P182,5,4,1+4,-1.355865600593737,0.0005534769759551589,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E799,P197,P187,5,4,2+4,-5.523176549940486,0.035438109551831104,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E800,P197,P192,5,4,3+4,-1.4496276539710813,0.00039544714712633796,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E801,P198,P047,5,4,0+1,-8.733523316731773,0.0012006042452677394,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E802,P198,P085,5,4,0+2,-9.095045051357022,0.0005051990783778182,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E803,P198,P122,5,4,1+2,-5.317689252605684,-0.000251555394276174,coarsening_improves
HandWritten-Mfeat__TMC,posterior_confidence,E804,P198,P139,5,4,0+3,-9.02292419470985,0.0011140174236849158,coarsening_worsens
HandWritten-Mfeat__TMC,posterior_confidence,E805,P198,P156,5,4,1+3,-1.0786077833238519,0.00011683672147981767,coarsening_worsens
