method,normalized_aurc_point,scene_bootstrap_mean,scene_bootstrap_ci_low,scene_bootstrap_ci_high,scene_bootstrap_replicates,scene_bootstrap_seed
quality_weighted_fusion,0.7977452488040857,0.7978402990183122,0.7937071829246447,0.8024125065447572,2000,1886
product_evidence_fusion,0.7634827583807662,0.7636462718226904,0.7581380099035203,0.7691358589293248,2000,1886
nested_evidential_composition,0.7749081595237832,0.7748619352561414,0.7623062498075549,0.7868708679436708,2000,1886
cautious_evidence_fusion,0.7806420395741257,0.780640187343141,0.7760808951226512,0.7855035262919032,2000,1886
lineage_unaware_pooling,0.841664114280541,0.8417109152468762,0.8386040440950434,0.8448398729346773,2000,1886
registered_lineage_pooling,0.8125327373072897,0.8127152075247985,0.8093018433950608,0.8162873611377579,2000,1886
pcecf,0.6294374684440601,0.6294587390866101,0.6229858736367487,0.6358283514026225,2000,1886
hierarchical_cautious_cumulative,0.8597383184173139,0.8597989675007223,0.8549843726302124,0.8646371541480032,2000,1886
