method,target_coverage,n,admitted,wrong,correct,coverage,wrong_all,wrong_admitted,correct_all
cautious_evidence_fusion,0.18,31200.0,5612.0,716.0,4896.0,0.17987179487179486,0.02294871794871795,0.12758374910905204,0.15692307692307692
cautious_evidence_fusion,0.19,31200.0,5930.0,984.0,4946.0,0.19006410256410255,0.031538461538461536,0.16593591905564925,0.158525641025641
cautious_evidence_fusion,0.2,31200.0,6238.0,1237.0,5001.0,0.19993589743589743,0.0396474358974359,0.1983007374158384,0.16028846153846155
cautious_evidence_fusion,0.21,31200.0,6547.0,1502.0,5045.0,0.20983974358974358,0.04814102564102564,0.22941805407056667,0.16169871794871796
cautious_evidence_fusion,0.22,31200.0,6864.0,1782.0,5082.0,0.22,0.057115384615384616,0.25961538461538464,0.16288461538461538
cautious_evidence_fusion,0.23,31200.0,7178.0,2047.0,5131.0,0.23006410256410256,0.06560897435897436,0.28517692950682644,0.1644551282051282
cautious_evidence_fusion,0.24,31200.0,7488.0,2302.0,5186.0,0.24,0.07378205128205129,0.3074252136752137,0.1662179487179487
cautious_evidence_fusion,0.25,31200.0,7791.0,2535.0,5256.0,0.24971153846153846,0.08125,0.3253754331921448,0.16846153846153847
cautious_evidence_fusion,0.26,31200.0,8110.0,2787.0,5323.0,0.25993589743589746,0.08932692307692308,0.3436498150431566,0.17060897435897435
cautious_evidence_fusion,0.27,31200.0,8421.0,3021.0,5400.0,0.26990384615384616,0.09682692307692307,0.358745992162451,0.17307692307692307
cautious_evidence_fusion,0.28,31200.0,8735.0,3249.0,5486.0,0.2799679487179487,0.10413461538461538,0.37195191757298224,0.17583333333333334
cautious_evidence_fusion,0.29,31200.0,9047.0,3472.0,5575.0,0.28996794871794873,0.11128205128205128,0.38377362661655795,0.17868589743589744
cautious_evidence_fusion,0.3,31200.0,9365.0,3686.0,5679.0,0.3001602564102564,0.11814102564102565,0.39359316604378003,0.18201923076923077
cautious_evidence_fusion,0.31,31200.0,9667.0,3880.0,5787.0,0.3098397435897436,0.12435897435897436,0.4013654701562015,0.18548076923076923
cautious_evidence_fusion,0.32,31200.0,9978.0,4091.0,5887.0,0.3198076923076923,0.13112179487179487,0.41000200440970136,0.18868589743589745
cautious_evidence_fusion,0.33,31200.0,10281.0,4286.0,5995.0,0.3295192307692308,0.13737179487179488,0.4168855169730571,0.1921474358974359
cautious_evidence_fusion,0.34,31200.0,10615.0,4503.0,6112.0,0.340224358974359,0.14432692307692307,0.4242110221384833,0.19589743589743588
cautious_evidence_fusion,0.35,31200.0,10921.0,4687.0,6234.0,0.3500320512820513,0.15022435897435898,0.4291731526416995,0.1998076923076923
cautious_evidence_fusion,0.36,31200.0,11231.0,4878.0,6353.0,0.35996794871794874,0.15634615384615386,0.4343335410916214,0.20362179487179488
cautious_evidence_fusion,0.37,31200.0,11534.0,5074.0,6460.0,0.3696794871794872,0.16262820512820514,0.4399167678168892,0.20705128205128207
cautious_evidence_fusion,0.38,31200.0,11857.0,5265.0,6592.0,0.3800320512820513,0.16875,0.4440414944758371,0.21128205128205127
cautious_evidence_fusion,0.39,31200.0,12164.0,5452.0,6712.0,0.38987179487179485,0.17474358974358975,0.44820782637290363,0.21512820512820513
cautious_evidence_fusion,0.4,31200.0,12478.0,5673.0,6805.0,0.3999358974358974,0.18182692307692308,0.45464016669338037,0.21810897435897436
cautious_evidence_fusion,0.41,31200.0,12793.0,5916.0,6877.0,0.4100320512820513,0.1896153846153846,0.4624403970921598,0.22041666666666668
cautious_evidence_fusion,0.42,31200.0,13106.0,6174.0,6932.0,0.42006410256410254,0.19788461538461538,0.4710819471997558,0.22217948717948718
cautious_evidence_fusion,0.43,31200.0,13423.0,6425.0,6998.0,0.43022435897435896,0.20592948717948717,0.47865603814348506,0.2242948717948718
cautious_evidence_fusion,0.44,31200.0,13728.0,6677.0,7051.0,0.44,0.21400641025641026,0.4863782051282051,0.22599358974358974
cautious_evidence_fusion,0.45,31200.0,14032.0,6920.0,7112.0,0.44974358974358974,0.22179487179487178,0.49315849486887114,0.22794871794871796
cautious_evidence_fusion,0.46,31200.0,14348.0,7177.0,7171.0,0.45987179487179486,0.2300320512820513,0.5002090883746864,0.2298397435897436
cautious_evidence_fusion,0.47,31200.0,14659.0,7427.0,7232.0,0.46983974358974356,0.2380448717948718,0.5066512040384746,0.2317948717948718
cautious_evidence_fusion,0.48,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.49,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.5,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.51,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.52,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.53,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.54,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.55,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.56,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.57,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.58,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.59,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
cautious_evidence_fusion,0.6,31200.0,14729.0,7481.0,7248.0,0.47208333333333335,0.23977564102564103,0.5079095661619933,0.2323076923076923
lineage_unaware_pooling,0.01,31200.0,313.0,233.0,80.0,0.010032051282051282,0.007467948717948718,0.744408945686901,0.002564102564102564
lineage_unaware_pooling,0.02,31200.0,625.0,291.0,334.0,0.020032051282051284,0.009326923076923076,0.4656,0.010705128205128206
lineage_unaware_pooling,0.03,31200.0,929.0,310.0,619.0,0.029775641025641026,0.009935897435897435,0.333692142088267,0.01983974358974359
lineage_unaware_pooling,0.04,31200.0,1247.0,319.0,928.0,0.03996794871794872,0.010224358974358975,0.2558139534883721,0.029743589743589743
lineage_unaware_pooling,0.05,31200.0,1559.0,322.0,1237.0,0.04996794871794872,0.010320512820512821,0.2065426555484285,0.0396474358974359
lineage_unaware_pooling,0.06,31200.0,1866.0,327.0,1539.0,0.059807692307692305,0.010480769230769231,0.1752411575562701,0.049326923076923074
lineage_unaware_pooling,0.07,31200.0,2177.0,328.0,1849.0,0.06977564102564103,0.010512820512820513,0.1506660542030317,0.059262820512820516
lineage_unaware_pooling,0.08,31200.0,2497.0,330.0,2167.0,0.08003205128205128,0.010576923076923078,0.13215859030837004,0.06945512820512821
lineage_unaware_pooling,0.09,31200.0,2807.0,331.0,2476.0,0.08996794871794872,0.010608974358974359,0.11791948699679373,0.07935897435897436
lineage_unaware_pooling,0.1,31200.0,3123.0,331.0,2792.0,0.10009615384615385,0.010608974358974359,0.10598783221261607,0.08948717948717949
lineage_unaware_pooling,0.11,31200.0,3433.0,331.0,3102.0,0.11003205128205128,0.010608974358974359,0.09641712787649287,0.09942307692307692
lineage_unaware_pooling,0.12,31200.0,3745.0,331.0,3414.0,0.12003205128205129,0.010608974358974359,0.08838451268357811,0.10942307692307693
lineage_unaware_pooling,0.13,31200.0,4059.0,331.0,3728.0,0.13009615384615383,0.010608974358974359,0.08154717910815472,0.11948717948717949
lineage_unaware_pooling,0.14,31200.0,4368.0,331.0,4037.0,0.14,0.010608974358974359,0.07577838827838827,0.12939102564102564
lineage_unaware_pooling,0.15,31200.0,4679.0,331.0,4348.0,0.14996794871794872,0.010608974358974359,0.0707416114554392,0.13935897435897435
lineage_unaware_pooling,0.16,31200.0,4993.0,331.0,4662.0,0.16003205128205128,0.010608974358974359,0.06629280993390747,0.14942307692307694
lineage_unaware_pooling,0.17,31200.0,5299.0,350.0,4949.0,0.1698397435897436,0.011217948717948718,0.06605019815059446,0.15862179487179487
lineage_unaware_pooling,0.18,31200.0,5617.0,530.0,5087.0,0.18003205128205127,0.016987179487179486,0.09435641801673492,0.1630448717948718
lineage_unaware_pooling,0.19,31200.0,5928.0,805.0,5123.0,0.19,0.02580128205128205,0.1357962213225371,0.16419871794871796
lineage_unaware_pooling,0.2,31200.0,6243.0,1069.0,5174.0,0.20009615384615384,0.034262820512820515,0.1712317795931443,0.16583333333333333
lineage_unaware_pooling,0.21,31200.0,6552.0,1310.0,5242.0,0.21,0.041987179487179484,0.19993894993894995,0.16801282051282052
lineage_unaware_pooling,0.22,31200.0,6862.0,1545.0,5317.0,0.21993589743589745,0.04951923076923077,0.22515301661323228,0.17041666666666666
lineage_unaware_pooling,0.23,31200.0,7171.0,1674.0,5497.0,0.2298397435897436,0.053653846153846156,0.233440245432994,0.17618589743589744
lineage_unaware_pooling,0.24,31200.0,7484.0,1822.0,5662.0,0.23987179487179489,0.058397435897435894,0.24345269909139497,0.18147435897435898
lineage_unaware_pooling,0.25,31200.0,7796.0,1922.0,5874.0,0.24987179487179487,0.0616025641025641,0.2465366854797332,0.18826923076923077
lineage_unaware_pooling,0.26,31200.0,8117.0,1971.0,6146.0,0.2601602564102564,0.06317307692307693,0.24282370333867193,0.19698717948717948
lineage_unaware_pooling,0.27,31200.0,8423.0,2071.0,6352.0,0.2699679487179487,0.06637820512820512,0.24587439154695476,0.20358974358974358
lineage_unaware_pooling,0.28,31200.0,8732.0,2192.0,6540.0,0.27987179487179487,0.07025641025641026,0.2510306917086578,0.20961538461538462
lineage_unaware_pooling,0.29,31200.0,9050.0,2344.0,6706.0,0.2900641025641026,0.07512820512820513,0.25900552486187844,0.21493589743589744
lineage_unaware_pooling,0.3,31200.0,9360.0,2495.0,6865.0,0.3,0.07996794871794871,0.26655982905982906,0.22003205128205128
lineage_unaware_pooling,0.31,31200.0,9667.0,2673.0,6994.0,0.3098397435897436,0.08567307692307692,0.2765077066308058,0.22416666666666665
lineage_unaware_pooling,0.32,31200.0,9979.0,2862.0,7117.0,0.3198397435897436,0.09173076923076923,0.28680228479807596,0.22810897435897437
lineage_unaware_pooling,0.33,31200.0,10295.0,3057.0,7238.0,0.3299679487179487,0.09798076923076923,0.29694026226323456,0.23198717948717948
lineage_unaware_pooling,0.34,31200.0,10606.0,3259.0,7347.0,0.3399358974358974,0.1044551282051282,0.3072788987365642,0.23548076923076924
lineage_unaware_pooling,0.35,31200.0,10924.0,3473.0,7451.0,0.35012820512820514,0.11131410256410257,0.31792383742218966,0.23881410256410257
lineage_unaware_pooling,0.36,31200.0,11232.0,3689.0,7543.0,0.36,0.11823717948717949,0.3284366096866097,0.24176282051282053
lineage_unaware_pooling,0.37,31200.0,11538.0,3919.0,7619.0,0.3698076923076923,0.12560897435897436,0.33966025307678976,0.24419871794871795
lineage_unaware_pooling,0.38,31200.0,11842.0,4148.0,7694.0,0.379551282051282,0.13294871794871796,0.35027866914372574,0.2466025641025641
lineage_unaware_pooling,0.39,31200.0,12166.0,4410.0,7756.0,0.38993589743589746,0.14134615384615384,0.3624856156501726,0.2485897435897436
lineage_unaware_pooling,0.4,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.41,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.42,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.43,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.44,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.45,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.46,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.47,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.48,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.49,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.5,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.51,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.52,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.53,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.54,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.55,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.56,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.57,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.58,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.59,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
lineage_unaware_pooling,0.6,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.01,31200.0,312.0,141.0,171.0,0.01,0.004519230769230769,0.4519230769230769,0.005480769230769231
registered_lineage_pooling,0.02,31200.0,628.0,196.0,432.0,0.020128205128205127,0.006282051282051282,0.31210191082802546,0.013846153846153847
registered_lineage_pooling,0.03,31200.0,931.0,230.0,701.0,0.02983974358974359,0.007371794871794872,0.24704618689581095,0.02246794871794872
registered_lineage_pooling,0.04,31200.0,1244.0,263.0,981.0,0.039871794871794874,0.00842948717948718,0.21141479099678456,0.03144230769230769
registered_lineage_pooling,0.05,31200.0,1556.0,283.0,1273.0,0.04987179487179487,0.00907051282051282,0.18187660668380462,0.04080128205128205
registered_lineage_pooling,0.06,31200.0,1867.0,293.0,1574.0,0.05983974358974359,0.009391025641025641,0.1569362613818961,0.05044871794871795
registered_lineage_pooling,0.07,31200.0,2195.0,308.0,1887.0,0.0703525641025641,0.009871794871794872,0.14031890660592256,0.060480769230769234
registered_lineage_pooling,0.08,31200.0,2502.0,311.0,2191.0,0.08019230769230769,0.009967948717948719,0.12430055955235811,0.07022435897435897
registered_lineage_pooling,0.09,31200.0,2808.0,318.0,2490.0,0.09,0.010192307692307691,0.11324786324786325,0.0798076923076923
registered_lineage_pooling,0.1,31200.0,3111.0,322.0,2789.0,0.09971153846153846,0.010320512820512821,0.10350369656059145,0.08939102564102563
registered_lineage_pooling,0.11,31200.0,3430.0,326.0,3104.0,0.10993589743589743,0.01044871794871795,0.09504373177842565,0.09948717948717949
registered_lineage_pooling,0.12,31200.0,3737.0,329.0,3408.0,0.11977564102564102,0.010544871794871794,0.08803853358308804,0.10923076923076923
registered_lineage_pooling,0.13,31200.0,4050.0,331.0,3719.0,0.12980769230769232,0.010608974358974359,0.0817283950617284,0.11919871794871795
registered_lineage_pooling,0.14,31200.0,4375.0,331.0,4044.0,0.14022435897435898,0.010608974358974359,0.07565714285714285,0.1296153846153846
registered_lineage_pooling,0.15,31200.0,4673.0,331.0,4342.0,0.14977564102564103,0.010608974358974359,0.0708324416862829,0.13916666666666666
registered_lineage_pooling,0.16,31200.0,4991.0,331.0,4660.0,0.15996794871794873,0.010608974358974359,0.0663193748747746,0.14935897435897436
registered_lineage_pooling,0.17,31200.0,5303.0,336.0,4967.0,0.1699679487179487,0.010769230769230769,0.06336036205921176,0.15919871794871795
registered_lineage_pooling,0.18,31200.0,5617.0,505.0,5112.0,0.18003205128205127,0.016185897435897437,0.08990564358198326,0.16384615384615384
registered_lineage_pooling,0.19,31200.0,5928.0,796.0,5132.0,0.19,0.025512820512820514,0.13427800269905532,0.16448717948717947
registered_lineage_pooling,0.2,31200.0,6242.0,1063.0,5179.0,0.20006410256410256,0.03407051282051282,0.17029798141621275,0.16599358974358974
registered_lineage_pooling,0.21,31200.0,6556.0,1309.0,5247.0,0.21012820512820513,0.04195512820512821,0.19966442953020133,0.16817307692307693
registered_lineage_pooling,0.22,31200.0,6860.0,1544.0,5316.0,0.21987179487179487,0.04948717948717949,0.2250728862973761,0.17038461538461538
registered_lineage_pooling,0.23,31200.0,7171.0,1674.0,5497.0,0.2298397435897436,0.053653846153846156,0.233440245432994,0.17618589743589744
registered_lineage_pooling,0.24,31200.0,7484.0,1822.0,5662.0,0.23987179487179489,0.058397435897435894,0.24345269909139497,0.18147435897435898
registered_lineage_pooling,0.25,31200.0,7796.0,1922.0,5874.0,0.24987179487179487,0.0616025641025641,0.2465366854797332,0.18826923076923077
registered_lineage_pooling,0.26,31200.0,8119.0,1970.0,6149.0,0.26022435897435897,0.06314102564102564,0.24264071930040645,0.19708333333333333
registered_lineage_pooling,0.27,31200.0,8426.0,2067.0,6359.0,0.27006410256410257,0.06625,0.24531212912413958,0.20381410256410257
registered_lineage_pooling,0.28,31200.0,8731.0,2184.0,6547.0,0.2798397435897436,0.07,0.2501431680219906,0.20983974358974358
registered_lineage_pooling,0.29,31200.0,9051.0,2337.0,6714.0,0.29009615384615384,0.07490384615384615,0.25820351342393105,0.21519230769230768
registered_lineage_pooling,0.3,31200.0,9357.0,2487.0,6870.0,0.29990384615384613,0.07971153846153846,0.2657903174094261,0.2201923076923077
registered_lineage_pooling,0.31,31200.0,9675.0,2670.0,7005.0,0.31009615384615385,0.08557692307692308,0.27596899224806204,0.22451923076923078
registered_lineage_pooling,0.32,31200.0,9991.0,2862.0,7129.0,0.32022435897435897,0.09173076923076923,0.28645781203082776,0.22849358974358974
registered_lineage_pooling,0.33,31200.0,10297.0,3050.0,7247.0,0.33003205128205126,0.09775641025641026,0.29620277750801205,0.23227564102564102
registered_lineage_pooling,0.34,31200.0,10605.0,3249.0,7356.0,0.33990384615384617,0.10413461538461538,0.30636492220650635,0.23576923076923076
registered_lineage_pooling,0.35,31200.0,10920.0,3472.0,7448.0,0.35,0.11128205128205128,0.31794871794871793,0.2387179487179487
registered_lineage_pooling,0.36,31200.0,11223.0,3682.0,7541.0,0.35971153846153847,0.11801282051282051,0.3280762719415486,0.24169871794871794
registered_lineage_pooling,0.37,31200.0,11535.0,3917.0,7618.0,0.3697115384615385,0.12554487179487178,0.3395752058951019,0.24416666666666667
registered_lineage_pooling,0.38,31200.0,11846.0,4151.0,7695.0,0.3796794871794872,0.1330448717948718,0.35041364173560696,0.2466346153846154
registered_lineage_pooling,0.39,31200.0,12166.0,4410.0,7756.0,0.38993589743589746,0.14134615384615384,0.3624856156501726,0.2485897435897436
registered_lineage_pooling,0.4,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.41,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.42,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.43,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.44,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.45,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.46,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.47,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.48,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.49,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.5,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.51,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.52,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.53,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.54,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.55,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.56,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.57,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.58,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.59,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
registered_lineage_pooling,0.6,31200.0,12330.0,4540.0,7790.0,0.3951923076923077,0.14551282051282052,0.3682076236820762,0.24967948717948718
