source_count,method,median_us,p95_us,throughput_calls_s,throughput_repeat_sd,repeat_median_sd_us,peak_traced_allocation_kib,timed_calls
3,quality_weighted_vote,21.6,39.3,41979.94198372018,2620.1413157237525,0.48270073544588704,2.7109375,5000
3,evidential_composition,27.9,57.1,34300.37524610519,1529.20831889413,0.7155417527999324,3.4140625,5000
3,registered_lineage_analysis,37.5,53.7,25625.190587354995,1241.0232791558808,0.5019960159204475,3.4296875,5000
3,shared_verifier,73.5,109.2,13279.947942604065,593.8027061874498,1.963733688665546,3.21875,5000
3,typed_record_end_to_end,131.3,180.1,7147.191403929955,361.36673893712515,6.302221830434088,18.75,5000
