path,sha256,bytes
h2o_egocentric_allocentric_summary.csv,f9fdf742930d59bf034233801c05309b94964bce41739c1790a7aee533566eee,648
h2o_unified_quality_shift_gate.json,353b6f786643e141030d3430049d20ad5ee6a288ee0b20640060a4c53c45911e,319
h2o_unified_quality_shift_summary.csv,5f910324ff04adcc063680c57a2afa71c967cde458483c41187c423558d950aa,798
h2o_view_removal_monotonicity.csv,99b53b5e90cb341821469c290ded40f3a12fca7a7a139f326c2f10d0653839dc,390
stage3_gate.json,e74dbc59b1c7c21e4f093e860b684bef3f476baac45dc531888dbcaec732c819,798
stage3_integrity_audit.json,27789644890db43826f53fa13e297b8b06340c4677a902bbfb953b7344f66f85,7058
stage3_threshold_sensitivity.csv,cbf5d89ad9b244505f97535ff5fe9664a07ee94b29d675608ad265ab1262abda,976
stage3_threshold_sensitivity_gate.json,897f713fd1f2c7ddf392cc815c1554ee0f7194f15e347d6dd26715a14abe3bf3,239
