method,target,n,admitted,wrong,correct,coverage,wrong_all,correct_all,wrong_admitted
quality_weighted_fusion,0.36,31200,11235,4427,6808,0.36009615384615384,0.14189102564102565,0.21820512820512822,0.3940364931019137
quality_weighted_fusion,0.37,31200,11548,4529,7019,0.3701282051282051,0.1451602564102564,0.22496794871794873,0.39218912365777625
quality_weighted_fusion,0.38,31200,11857,4654,7203,0.3800320512820513,0.14916666666666667,0.2308653846153846,0.3925107531416041
quality_weighted_fusion,0.39,31200,12170,4811,7359,0.39006410256410257,0.15419871794871795,0.23586538461538462,0.39531635168447
quality_weighted_fusion,0.4,31200,12483,4998,7485,0.4000961538461538,0.1601923076923077,0.23990384615384616,0.40038452295121363
quality_weighted_fusion,0.41,31200,12788,5205,7583,0.40987179487179487,0.16682692307692307,0.2430448717948718,0.4070222083203003
quality_weighted_fusion,0.42,31200,13100,5443,7657,0.4198717948717949,0.1744551282051282,0.24541666666666667,0.4154961832061069
quality_weighted_fusion,0.43,31200,13408,5688,7720,0.4297435897435897,0.1823076923076923,0.24743589743589745,0.42422434367541767
quality_weighted_fusion,0.44,31200,13727,5941,7786,0.4399679487179487,0.19041666666666668,0.24955128205128205,0.43279667807969696
quality_weighted_fusion,0.45,31200,14032,6181,7851,0.44974358974358974,0.19810897435897437,0.2516346153846154,0.44049315849486886
quality_weighted_fusion,0.46,31200,14346,6428,7918,0.4598076923076923,0.20602564102564103,0.2537820512820513,0.4480691481946187
quality_weighted_fusion,0.47,31200,14664,6686,7978,0.47,0.2142948717948718,0.2557051282051282,0.45594653573376975
quality_weighted_fusion,0.48,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.49,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.5,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.51,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.52,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.53,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.54,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.55,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.56,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.57,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.58,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.59,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
quality_weighted_fusion,0.6,31200,14730,6739,7991,0.4721153846153846,0.21599358974358973,0.2561217948717949,0.4575016972165648
product_evidence_fusion,0.01,31200,312,6,306,0.01,0.0001923076923076923,0.009807692307692307,0.019230769230769232
product_evidence_fusion,0.02,31200,625,42,583,0.020032051282051284,0.001346153846153846,0.018685897435897436,0.0672
product_evidence_fusion,0.03,31200,937,70,867,0.030032051282051282,0.0022435897435897434,0.02778846153846154,0.07470651013874066
product_evidence_fusion,0.04,31200,1249,118,1131,0.040032051282051284,0.003782051282051282,0.03625,0.0944755804643715
product_evidence_fusion,0.05,31200,1557,155,1402,0.04990384615384615,0.004967948717948718,0.04493589743589744,0.09955041746949261
product_evidence_fusion,0.06,31200,1873,189,1684,0.06003205128205128,0.006057692307692307,0.053974358974358976,0.1009076348104645
product_evidence_fusion,0.07,31200,2185,213,1972,0.07003205128205128,0.006826923076923077,0.0632051282051282,0.09748283752860412
