method,arm,metric,donor_macro,seed_sd,seed_min,seed_max,seeds,donors,records,pair_id,support_low,support_high
product,registered_copy_m8,accuracy,0.9664166666666667,0.00022821773229386502,0.9662499999999999,0.9666666666666668,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,macro_f1,0.9663676140895447,0.00022791528738228654,0.9661779039757596,0.966624515122521,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,nll,0.1472091643322652,0.0014802115637802234,0.14519071753723586,0.14922158144675185,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,brier,0.05439811195100597,0.00038051958183499653,0.05383676168424736,0.054861374313957885,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,ece_10bin,0.022287614562572677,0.0011199669040315168,0.021309886215717513,0.024141239930765893,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,posterior_l1_from_native,0.07288386683278589,0.00033029061847218813,0.07259593730432397,0.07329746149523025,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,registered_copy_m8,top_class_flip_rate,0.024083333333333335,0.0005432668671002209,0.023333333333333334,0.024583333333333336,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,ncsAURC,0.0009022344204041296,1.4062872081828039e-05,0.0008841643709918899,0.0009229784775682226,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,accuracy,0.9664166666666667,0.00022821773229386502,0.9662499999999999,0.9666666666666668,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,macro_f1,0.9663676140895447,0.00022791528738228654,0.9661779039757596,0.966624515122521,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,nll,0.1472091643322652,0.0014802115637802234,0.14519071753723586,0.14922158144675185,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,brier,0.05439811195100597,0.00038051958183499653,0.05383676168424736,0.054861374313957885,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,ece_10bin,0.022287614562572677,0.0011199669040315168,0.021309886215717513,0.024141239930765893,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,posterior_l1_from_native,0.07288386683278589,0.00033029061847218813,0.07259593730432397,0.07329746149523025,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,false_split_m8,top_class_flip_rate,0.024083333333333335,0.0005432668671002209,0.023333333333333334,0.024583333333333336,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,ncsAURC,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,accuracy,0.983,0.001118033988749871,0.9825,0.985,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,macro_f1,0.9829935119728781,0.0011192576851353348,0.9824929647192177,0.9849957009875193,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,nll,0.07397421846834042,0.0008691533296649138,0.0729721594287588,0.07536072598392586,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,brier,0.028409638373935415,0.00034871810229389306,0.02798396785893165,0.028921925742910387,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,ece_10bin,0.019428892523181363,0.0020805082218933557,0.017006316918925787,0.022341863374571332,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,posterior_l1_from_native,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
product,all_view_merge,top_class_flip_rate,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,ncsAURC,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,accuracy,0.985,0.001767766952966331,0.9825,0.9874999999999999,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,macro_f1,0.9849938245217137,0.001768872614914675,0.9824929647192177,0.987496091673564,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,nll,0.22511363994190775,0.0008400177802293037,0.22408716266330345,0.2262200926467048,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,brier,0.06459966536048109,0.00034720042209340974,0.06417401233946801,0.06505601283556937,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,ece_10bin,0.15342009071277152,0.0012995426167551239,0.1515927518401583,0.15506336553158198,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,posterior_l1_from_native,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,native,top_class_flip_rate,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,ncsAURC,0.001517689271452061,9.658876748063385e-05,0.001390699038526115,0.001591471606579854,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,accuracy,0.9700000000000001,0.0005103103630798632,0.9695833333333335,0.9708333333333335,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,macro_f1,0.9700163793671545,0.0005179192023349416,0.9695921568885847,0.9708624920634169,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,nll,0.14828008168163948,0.0008466102204135339,0.14760815011878478,0.14969838330916627,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,brier,0.055157960763172274,0.0003262250399816551,0.054821450762422064,0.055670446281419844,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,ece_10bin,0.06095836406784053,0.0006597281837523292,0.06003122680312873,0.06169671468051461,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,posterior_l1_from_native,0.20765140151597433,0.0006611666151808345,0.20703570418873443,0.20854826873786167,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,registered_copy_m8,top_class_flip_rate,0.02,0.0008838834764831844,0.01875,0.020833333333333332,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,ncsAURC,0.001517689271452061,9.658876748063385e-05,0.001390699038526115,0.001591471606579854,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,accuracy,0.9700000000000001,0.0005103103630798632,0.9695833333333335,0.9708333333333335,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,macro_f1,0.9700163793671545,0.0005179192023349416,0.9695921568885847,0.9708624920634169,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,nll,0.14828008168163948,0.0008466102204135339,0.14760815011878478,0.14969838330916627,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,brier,0.055157960763172274,0.0003262250399816551,0.054821450762422064,0.055670446281419844,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,ece_10bin,0.06095836406784053,0.0006597281837523292,0.06003122680312873,0.06169671468051461,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,posterior_l1_from_native,0.20765140151597433,0.0006611666151808345,0.20703570418873443,0.20854826873786167,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,false_split_m8,top_class_flip_rate,0.02,0.0008838834764831844,0.01875,0.020833333333333332,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,ncsAURC,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,accuracy,0.985,0.001767766952966331,0.9825,0.9874999999999999,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,macro_f1,0.9849938245217137,0.001768872614914675,0.9824929647192177,0.987496091673564,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,nll,0.22511363994190775,0.0008400177802293037,0.22408716266330345,0.2262200926467048,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,brier,0.06459966536048109,0.00034720042209340974,0.06417401233946801,0.06505601283556937,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,ece_10bin,0.15342009071277152,0.0012995426167551239,0.1515927518401583,0.15506336553158198,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,risk_at_0p10,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,posterior_l1_from_native,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,budget_ratio,nan,nan,nan,nan,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
nested,all_view_merge,top_class_flip_rate,0.0,0.0,0.0,0.0,5,6,400,HandWritten-Mfeat__RCML,0.1,0.9
