setting_id,language_pmax,dirichlet_kappa,quality_multiplier,conflict_multiplier,occlusion_strength,records,dirichlet_projection_fallbacks,nested_naurc,pooling_naurc,pact_naurc,pact_minus_nested_naurc,pact_minus_pooling_naurc,nested_coverage,pooling_coverage,pact_coverage,nested_wrong_all,pooling_wrong_all,pact_wrong_all,nested_wrong_admitted,pooling_wrong_admitted,pact_wrong_admitted,nested_correct_all,pooling_correct_all,pact_correct_all,nested_clean_coverage,pooling_clean_coverage,pact_clean_coverage
10,0.9,100.0,1.0565964657813312,0.8277155555784703,1.5,31200,0,0.11118417856131299,0.1962175591156349,0.06619711821713382,-0.04498706034417917,-0.13002044089850107,0.1309294871794872,0.1309294871794872,0.13115384615384615,0.0,0.010576923076923078,0.0,0.0,0.08078335373317014,0.0,0.1309294871794872,0.1203525641025641,0.13115384615384615,0.8229166666666666,0.7666666666666667,0.8341666666666666
11,0.65,50.0,0.8696142576634884,1.0995639178901913,0.5,31200,0,0.17471939196073782,0.26849795656071085,0.06700181747063873,-0.1077175744900991,-0.20149613909007213,0.13134615384615383,0.13137820512820514,0.13118589743589743,0.009743589743589744,0.023333333333333334,0.0,0.0741825280624695,0.17760429373017808,0.0,0.1216025641025641,0.1080448717948718,0.13118589743589743,0.9008333333333334,0.6308333333333334,0.8758333333333334
12,0.75,100.0,0.9356596760451794,1.0295389842242004,0.5,31200,0,0.12724342415515194,0.22352346031714945,0.06635795055663808,-0.06088547359851386,-0.15716550976051136,0.13080128205128205,0.13105769230769232,0.13118589743589743,0.001185897435897436,0.013012820512820513,0.0,0.009066405292820387,0.09929078014184398,0.0,0.1296153846153846,0.11804487179487179,0.13118589743589743,0.8879166666666667,0.705,0.88125
13,0.85,50.0,1.147504459694028,0.8951403856277467,1.5,31200,0,0.12218815938938178,0.2201935745711265,0.06719553354428918,-0.054992625845092596,-0.15299804102683734,0.13134615384615383,0.13134615384615383,0.13099358974358974,0.0010897435897435897,0.011378205128205128,0.0,0.008296730112249878,0.08662762323084432,0.0,0.13025641025641024,0.11996794871794872,0.13099358974358974,0.8208333333333333,0.7566666666666667,0.8270833333333333
14,0.95,200.0,0.8401228539645672,1.1023466747254134,1.0,31200,0,0.10765818061220228,0.1820255747251573,0.06611377716639208,-0.0415444034458102,-0.11591179755876521,0.13137820512820514,0.13102564102564102,0.13115384615384615,0.0001282051282051282,0.010608974358974359,0.0,0.0009758477677482313,0.08096868884540118,0.0,0.13125,0.12041666666666667,0.13115384615384615,0.8470833333333333,0.7620833333333333,0.8516666666666667
15,0.75,100.0,1.0267143297940493,0.9742438644170761,0.5,31200,0,0.12402117258482603,0.22513255012101177,0.06675464105652977,-0.05726653152829626,-0.15837790906448201,0.13147435897435897,0.13121794871794873,0.13067307692307692,0.000673076923076923,0.013333333333333334,0.0,0.005119453924914676,0.10161211529066927,0.0,0.13080128205128205,0.11788461538461538,0.13067307692307692,0.9008333333333334,0.7108333333333333,0.88125
16,0.75,200.0,0.9638444371521473,1.069323129579425,1.5,31200,0,0.11563507133803504,0.21482451529783458,0.06622964039913623,-0.049405430938898806,-0.14859487489869835,0.13099358974358974,0.13125,0.1314423076923077,0.0008653846153846154,0.011057692307692308,0.0,0.0066063126988010765,0.08424908424908426,0.0,0.13012820512820514,0.1201923076923077,0.1314423076923077,0.7925,0.7575,0.8183333333333334
17,0.95,100.0,1.1506416205316783,0.8036712884902955,0.5,31200,0,0.11775943801791842,0.2010204186530413,0.06676413742394699,-0.050995300593971435,-0.1342562812290943,0.13134615384615383,0.13096153846153846,0.13131410256410256,0.0,0.010320512820512821,0.0,0.0,0.07880567792462066,0.0,0.13134615384615383,0.12064102564102563,0.13131410256410256,0.8916666666666667,0.7583333333333333,0.8904166666666666
18,0.85,100.0,0.8619355328381062,1.1987928073853256,1.0,31200,0,0.1149536842862178,0.2047508505961543,0.06774772013884849,-0.047205964147369314,-0.13700313045730583,0.13102564102564102,0.13125,0.1309294871794872,0.0003205128205128205,0.01064102564102564,0.0,0.002446183953033268,0.08107448107448108,0.0,0.1307051282051282,0.12060897435897436,0.1309294871794872,0.82875,0.76375,0.84375
19,0.75,50.0,1.0735770884901286,0.9269428580999375,1.0,31200,0,0.13623973814698376,0.22952707887746573,0.0680435251861543,-0.06819621296082946,-0.16148355369131145,0.13118589743589743,0.13096153846153846,0.13115384615384615,0.0027564102564102562,0.013044871794871795,0.0,0.021011483019789886,0.09960841899167891,0.0,0.12842948717948718,0.11791666666666667,0.13115384615384615,0.865,0.7391666666666666,0.8725
20,0.65,100.0,1.1332594964653255,0.9943448729813099,1.5,31200,0,0.18981687719601537,0.2621828531708903,0.06698088214496722,-0.12283599505104814,-0.19520197102592307,0.13115384615384615,0.13128205128205128,0.13121794871794873,0.012467948717948717,0.019743589743589744,0.0,0.09506353861192571,0.150390625,0.0,0.11868589743589744,0.11153846153846154,0.13121794871794873,0.7958333333333333,0.6770833333333334,0.8141666666666667
21,0.9,50.0,0.9468530215322972,1.1287418607622386,0.5,31200,0,0.11599734710517258,0.19977487513926018,0.06640307274245698,-0.0495942743627156,-0.13337180239680319,0.13067307692307692,0.13118589743589743,0.13128205128205128,0.0,0.01064102564102564,0.0,0.0,0.08111409723918886,0.0,0.13067307692307692,0.12054487179487179,0.13128205128205128,0.8933333333333333,0.7620833333333333,0.8770833333333333
22,0.9,200.0,1.0409606251865626,0.8734780944883824,0.5,31200,0,0.11469978233223338,0.19948444260909198,0.0662425664966919,-0.04845721583554148,-0.13324187611240007,0.13115384615384615,0.13105769230769232,0.13080128205128205,3.205128205128205e-05,0.010576923076923078,0.0,0.00024437927663734115,0.08070432868672046,0.0,0.13112179487179487,0.12048076923076922,0.13080128205128205,0.8945833333333333,0.7483333333333333,0.8870833333333333
23,0.85,50.0,0.8289285518229008,1.0015793178230525,1.5,31200,0,0.11519322510235103,0.20880574782469366,0.06757999278674165,-0.04761323231560938,-0.141225755037952,0.13080128205128205,0.13131410256410256,0.13137820512820514,0.000673076923076923,0.010737179487179487,0.0,0.005145797598627788,0.08176714669270198,0.0,0.13012820512820514,0.12057692307692308,0.13137820512820514,0.8070833333333334,0.7604166666666666,0.8316666666666667
24,0.85,200.0,1.0012116115540266,1.1232752881944181,0.5,31200,0,0.11533908425209795,0.2005429813605279,0.06683428501462851,-0.048504799237469434,-0.13370869634589938,0.13083333333333333,0.13067307692307692,0.13080128205128205,0.0,0.01064102564102564,0.0,0.0,0.08143242580328673,0.0,0.13083333333333333,0.12003205128205129,0.13080128205128205,0.8883333333333333,0.7591666666666667,0.8820833333333333
25,0.95,50.0,0.8132070749998093,0.9513735670596362,1.5,31200,0,0.11235677199693896,0.1997357520515716,0.06703620247497137,-0.045320569521967585,-0.13269954957660024,0.13102564102564102,0.1310897435897436,0.13105769230769232,0.0007051282051282052,0.010673076923076922,0.0,0.0053816046966731895,0.08141809290953546,0.0,0.13032051282051282,0.12041666666666667,0.13105769230769232,0.8195833333333333,0.7733333333333333,0.8383333333333334
26,0.9,200.0,1.1245682697743178,1.0461104445159437,1.0,31200,0,0.11496431976657293,0.20171094358695177,0.06665191373844134,-0.04831240602813158,-0.13505902984851043,0.13112179487179487,0.1308974358974359,0.13137820512820514,0.0,0.010512820512820513,0.0,0.0,0.08031341821743389,0.0,0.13112179487179487,0.12038461538461538,0.13137820512820514,0.8479166666666667,0.7583333333333333,0.8566666666666667
27,0.65,100.0,0.911011353135109,0.8805106151849031,1.0,31200,0,0.16685939475385372,0.23587774728777705,0.06670541852055169,-0.10015397623330204,-0.16917232876722538,0.13096153846153846,0.1310897435897436,0.13115384615384615,0.00875,0.014967948717948718,0.0,0.06681350954478708,0.11418092909535452,0.0,0.12221153846153845,0.11612179487179487,0.13115384615384615,0.8641666666666666,0.7179166666666666,0.8645833333333334
28,0.65,200.0,0.8958250761032105,0.8482054796069861,1.0,31200,0,0.14706481923247142,0.22349950045849162,0.06635199844485763,-0.08071282078761378,-0.15714750201363398,0.13083333333333333,0.13115384615384615,0.13118589743589743,0.0054487179487179484,0.012916666666666667,0.0,0.04164625183733464,0.09848484848484848,0.0,0.12538461538461537,0.11823717948717949,0.13118589743589743,0.8666666666666667,0.7179166666666666,0.865
29,0.9,50.0,1.084220154210925,1.0763525858521463,1.5,31200,0,0.11839433302509238,0.21675166847368538,0.06744977775308594,-0.050944555272006434,-0.14930189072059943,0.13134615384615383,0.13118589743589743,0.13137820512820514,0.00016025641025641026,0.010705128205128206,0.0,0.0012201073694485115,0.08160273637918397,0.0,0.13118589743589743,0.12048076923076922,0.13137820512820514,0.8025,0.7658333333333334,0.8183333333333334
30,0.95,100.0,0.9783949434757233,0.9214732225984336,1.5,31200,0,0.11182921564733736,0.19378129022479895,0.06756998961886172,-0.04425922602847564,-0.12621130060593722,0.13115384615384615,0.1314423076923077,0.1308974358974359,6.41025641025641e-05,0.01044871794871795,0.0,0.0004887585532746823,0.07949280663252865,0.0,0.1310897435897436,0.12099358974358974,0.1308974358974359,0.8204166666666667,0.7691666666666667,0.8333333333333334
31,0.75,50.0,1.1915611278265716,1.155824564397335,0.5,31200,0,0.1603906470471542,0.2538239304985031,0.06743266824490159,-0.09295797880225261,-0.18639126225360153,0.13121794871794873,0.1310897435897436,0.13105769230769232,0.0057051282051282055,0.019487179487179488,0.0,0.043478260869565216,0.14865525672371638,0.0,0.1255128205128205,0.1116025641025641,0.13105769230769232,0.8995833333333333,0.6666666666666666,0.8854166666666666
32,0.75,200.0,1.0536134764552116,1.0094098944216967,1.5,31200,0,0.1146060736688276,0.21331695728719333,0.06648057252258764,-0.04812550114623995,-0.1468363847646057,0.13147435897435897,0.1310897435897436,0.13141025641025642,0.0003846153846153846,0.010865384615384615,0.0,0.0029254022428083864,0.08288508557457212,0.0,0.1310897435897436,0.12022435897435897,0.13141025641025642,0.7991666666666667,0.75625,0.81875
33,0.95,50.0,0.8670246716588736,0.8625110708177091,0.5,31200,0,0.1141543778973782,0.19598208101822295,0.06639634605586783,-0.04775803184151037,-0.12958573496235512,0.13044871794871796,0.13099358974358974,0.13125,9.615384615384615e-05,0.010608974358974359,0.0,0.0007371007371007371,0.08098850012233913,0.0,0.1303525641025641,0.12038461538461538,0.13125,0.8891666666666667,0.74375,0.8745833333333334
