pairing,is_registered,accuracy,negative_log_likelihood,unnormalized_multiclass_brier,adaptive_ece_10,ncsAURC,mean_evidence_budget,mean_budget_ratio_to_registered,mean_posterior_l1_drift
qwen3vl_8b+llava_onevision_0_5b;qwen3vl_32b+smolvlm2_2_2b;internvl3_2b+llava_onevision_7b;internvl3_8b+smolvlm2_0_5b,False,0.8661347517730497,0.5846105430162699,0.3927973186068436,0.2984296976538024,0.16421454705971425,5.979935854853605,0.8617720349729473,0.01635429415370078
qwen3vl_8b+llava_onevision_0_5b;qwen3vl_32b+smolvlm2_2_2b;internvl3_2b+smolvlm2_0_5b;internvl3_8b+llava_onevision_7b,False,0.8661347517730497,0.5825050831844477,0.3907816958027208,0.29687628427627916,0.1647076400512467,5.81840052228099,0.8383082137400041,0.01862512087358752
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_2b;internvl3_8b+llava_onevision_0_5b;smolvlm2_0_5b+smolvlm2_2_2b,False,0.8661347517730497,0.5839479846921904,0.39214182181045304,0.297523551957764,0.16434115070766622,5.8001109138332385,0.8398163371867857,0.020623230316656763
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_2b;internvl3_8b+smolvlm2_0_5b;llava_onevision_0_5b+smolvlm2_2_2b,False,0.8661347517730497,0.5835789825892247,0.3917849905902093,0.29725307726077194,0.16444841322497433,5.764857614039579,0.8346481275771521,0.020847838025997715
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_2b;internvl3_8b+smolvlm2_2_2b;llava_onevision_0_5b+smolvlm2_0_5b,False,0.8661347517730497,0.584421354054137,0.3925892659034015,0.29779660734598196,0.16442401409702745,5.809133103543579,0.8410135659660197,0.02000438448068369
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_8b;internvl3_2b+llava_onevision_0_5b;smolvlm2_0_5b+smolvlm2_2_2b,False,0.8661347517730497,0.5862952046847135,0.3943458806625056,0.2990409491384782,0.16440532815098755,5.877989134620749,0.8485275254786339,0.01469427221660991
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_8b;internvl3_2b+smolvlm2_0_5b;llava_onevision_0_5b+smolvlm2_2_2b,False,0.8661347517730497,0.5852769224242081,0.3933663553616881,0.2983558953324571,0.1644435518369785,5.805947177842932,0.8380469785892107,0.015910811433738098
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+internvl3_8b;internvl3_2b+smolvlm2_2_2b;llava_onevision_0_5b+smolvlm2_0_5b,False,0.8661347517730497,0.5852422797749511,0.3933327154285353,0.2983315893531878,0.16439324548037795,5.802685101128254,0.8375865265277024,0.015933695242196625
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+llava_onevision_0_5b;internvl3_2b+internvl3_8b;smolvlm2_0_5b+smolvlm2_2_2b,False,0.8661347517730497,0.5831019046238118,0.39134044386143635,0.29712516635201214,0.16445331018579498,5.819892657096038,0.8400055889315969,0.01815926457922171
qwen3vl_8b+llava_onevision_7b;qwen3vl_32b+llava_onevision_0_5b;internvl3_2b+smolvlm2_0_5b;internvl3_8b+smolvlm2_2_2b,False,0.8661347517730497,0.5807911079533257,0.3891180093200605,0.295585211596705,0.16452356610235588,5.616886124874234,0.8097686278223042,0.021456173972879574
